correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered,threshold_exponent,compared_with,exp_with,ground_truth_type,clean_subharmonic_method,method_focus
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,15,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,16,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,17,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,18,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,19,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,20,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,21,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,22,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,23,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,24,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method A,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_choose_top_3_ratio,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method I,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_delta_t,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method H,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_ratio_and_filter_by_smallest_t_sub,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method G,Delta_t/T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_choose_top_3_t_sub,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method D,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_delta_t,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method E,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_t_sub_and_filter_by_smallest_ratio,25,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method F,T_sub focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_choose_top_3_delta_t,26,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method B,Delta_t focused
,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,Smallest_delta_t_and_filter_by_smallest_ratio,26,10**1,Ranking Order,Intervals,Intervals - Ranking Order,Method C,Delta_t focused
