chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,cap,harmonics_considered,ground_truth_type
M6,0.25,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m6,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m3,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
TT,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m7,0.25,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
M2,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
M7,0.25,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
U,0.2666666666666666,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
P5,0.1333333333333333,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
P4,0.3999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M3,0.3999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M6,0.0666666666666667,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m6,0.2666666666666666,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m3,0.3999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
TT,0.2666666666666666,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m7,0.1999999999999998,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M2,0.3999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M7,0.1999999999999998,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
U,0.4166666666666667,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
P5,0.2777777777777777,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
P4,0.3333333333333332,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M3,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M6,0.2222222222222221,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m6,0.388888888888889,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m3,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
TT,0.3888888888888888,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m7,0.2499999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M2,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M7,0.2499999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
U,0.4333333333333333,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
P5,0.2777777777777778,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
P4,0.3333333333333333,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M3,0.4333333333333333,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M6,0.0888888888888888,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m6,0.3222222222222222,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m3,0.5000000000000001,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
TT,0.388888888888889,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m7,0.1833333333333332,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M2,0.5,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M7,0.25,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
U,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
P5,0.2499999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
P4,0.3999999999999998,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M3,0.4899999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M6,0.18,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m6,0.34,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m3,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
TT,0.4499999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m7,0.265,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M2,0.55,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M7,0.2750000000000001,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
U,0.507142857142857,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
P5,0.2499999999999997,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
P4,0.3999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
M3,0.4899999999999996,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
M6,0.137142857142857,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
m6,0.3399999999999997,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
m3,0.4999999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
TT,0.3642857142857141,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
m7,0.2221428571428571,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
M2,0.5499999999999999,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
M7,0.2321428571428571,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
U,0.5465116279069768,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
P5,0.3023255813953489,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
P4,0.3720930232558138,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
M3,0.5255813953488372,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
M6,0.1624584717607973,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
m6,0.3162790697674419,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
m3,0.5348837209302326,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
TT,0.4086378737541528,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
m7,0.2764119601328903,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
M2,0.5813953488372093,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
M7,0.2508305647840531,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,8,Interval Ranking Order
U,0.5503875968992246,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
P5,0.2403100775193797,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
P4,0.3720930232558139,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
M3,0.525581395348837,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
M6,0.1624584717607972,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
m6,0.3162790697674417,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
m3,0.5348837209302324,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
TT,0.4086378737541526,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
m7,0.2143964562569212,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
M2,0.5813953488372092,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
M7,0.2198228128460685,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,9,Interval Ranking Order
U,0.5770925110132159,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
P5,0.2804698972099854,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
P4,0.4052863436123348,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
M3,0.5242290748898679,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
M6,0.1538703587161737,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
m6,0.3524229074889868,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
m3,0.5594713656387664,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
TT,0.3870358716173694,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
m7,0.2559261590098596,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
M2,0.5770925110132159,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
M7,0.2346339416823999,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,10,Interval Ranking Order
U,0.5794953944733682,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
P5,0.2804698972099854,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
P4,0.4052863436123348,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
M3,0.5242290748898679,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
M6,0.1538703587161737,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
m6,0.3043652382859431,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
m3,0.5594713656387665,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
TT,0.3870358716173694,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
m7,0.2318973244083376,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
M2,0.5770925110132159,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
M7,0.2106051070808781,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,11,Interval Ranking Order
U,0.5991561181434599,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
P5,0.2686357243319269,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
P4,0.388185654008439,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
M3,0.5443037974683546,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
M6,0.1684749849306812,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
m6,0.3337169159953969,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
m3,0.5569620253164559,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
TT,0.4128993369499698,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
m7,0.2432096735894205,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
M2,0.5949367088607597,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
M7,0.2439129084698705,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,12,Interval Ranking Order
U,0.6007789678675753,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
P5,0.2686357243319268,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
P4,0.3881856540084389,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
M3,0.5443037974683543,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
M6,0.1490007882412945,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
m6,0.3142427193060105,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
m3,0.5374878286270692,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
TT,0.4128993369499696,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
m7,0.2237354769000337,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
M2,0.5949367088607593,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
M7,0.2244387117804837,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,13,Interval Ranking Order
U,0.6160558464223386,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
P5,0.2941632732208647,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
P4,0.4095404304828388,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
M3,0.5427574171029669,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
M6,0.1787040766098357,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
m6,0.3207263940248231,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
m3,0.5536313599140824,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
TT,0.3984874927283305,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
m7,0.2333782176714113,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
M2,0.6090750436300172,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
M7,0.2515089138125784,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,14,Interval Ranking Order
U,0.6274393849793024,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
P5,0.2659176029962548,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
P4,0.4163217031342401,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
M3,0.5351862803075106,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
M6,0.14854660419415,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
m6,0.326037061696435,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
m3,0.5627985261338309,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
TT,0.4050857480780605,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
m7,0.2372425524406602,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
M2,0.6191602602010648,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
M7,0.2225569620602147,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,15,Interval Ranking Order
U,0.6396616002294233,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
P5,0.288022177612083,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
P4,0.4037854889589903,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
M3,0.5491826785202178,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
M6,0.1741854360150891,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
m6,0.3162194845590315,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
m3,0.5759634687079482,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
TT,0.4229997132205333,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
m7,0.23009874171331,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
M2,0.6306280470318325,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
M7,0.2459672055313006,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,16,Interval Ranking Order
U,0.6405472426997753,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
P5,0.2880221776120827,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
P4,0.4037854889589905,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
M3,0.5491826785202177,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
M6,0.1458448769638228,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
m6,0.3162194845590313,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
m3,0.575963468707948,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
TT,0.3946591541692672,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
m7,0.23009874171331,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
M2,0.6164577675061994,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
M7,0.2176266464800347,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,17,Interval Ranking Order
U,0.6506842938273901,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
P5,0.2805139186295503,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
P4,0.4193278093287403,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
M3,0.5609347360580952,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
M6,0.1681112799477285,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
m6,0.3340445049783099,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
m3,0.5739832274605573,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
TT,0.4104393829033334,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
m7,0.2241004503363687,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
M2,0.6264560754010196,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
M7,0.2380218181573076,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,18,Interval Ranking Order
U,0.6513703026769044,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
P5,0.2805139186295505,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
P4,0.4193278093287401,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
M3,0.5485865767668402,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
M6,0.1681112799477285,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
m6,0.3093481863958003,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
m3,0.5739832274605573,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
TT,0.4104393829033335,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
m7,0.2241004503363688,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
M2,0.6264560754010196,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
M7,0.213325499574798,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,19,Interval Ranking Order
U,0.659965432547985,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
P5,0.2970071863913399,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
P4,0.4097152733557719,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
M3,0.5474727936916794,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
M6,0.1642575509795826,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
m6,0.3251804666676332,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
m3,0.5722872597247199,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
TT,0.4124924417142461,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
m7,0.23042508296761,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
M2,0.6235572369582782,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
M7,0.2313589730676709,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,20,Interval Ranking Order
U,0.667800974891934,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
P5,0.2782120849811458,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
P4,0.4142371010760599,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
M3,0.5535149840018974,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
M6,0.1660703814879566,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
m6,0.3287693249404294,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
m3,0.5786033151985509,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
TT,0.4060084072256696,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
m7,0.2219316598052915,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
M2,0.6304391341747771,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
M7,0.211839344333018,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,21,Interval Ranking Order
U,0.6821856151179437,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
P5,0.2961617699378637,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
P4,0.4307687216104186,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
M3,0.5685946288903879,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
M6,0.1643390933296713,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
m6,0.3253418959553397,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
m3,0.5934214135648818,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
TT,0.4226258121129856,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
m7,0.240468069696204,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
M2,0.6447168427451403,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
M7,0.2200559401989191,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,22,Interval Ranking Order
U,0.6895145540052807,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
P5,0.2991447711935013,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
P4,0.4250353090280286,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
M3,0.5642494267261147,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
M6,0.165994349920877,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
m6,0.3286188053429015,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
m3,0.5993984740820372,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
TT,0.426882584783079,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
m7,0.2227457081688114,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
M2,0.65121056120125,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
M7,0.2122001858583026,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,23,Interval Ranking Order
U,0.6958066973495137,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
P5,0.2934791404287448,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
P4,0.4169853835243018,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
