chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,cap,harmonics_considered,ground_truth_type
M3,0.5630325793541044,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
M6,0.1723202257807188,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
m6,0.322394953239453,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
m3,0.5975159238690342,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
TT,0.4187976729337542,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
m7,0.2374664596306162,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
M2,0.6578164335586252,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
M7,0.217650949629259,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,24,Interval Ranking Order
U,0.6961854859034408,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
P5,0.2934791404287448,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
P4,0.4078944582300601,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
M3,0.5539416540598626,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
M6,0.1541383751922349,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
m6,0.322394953239453,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
m3,0.5975159238690344,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
TT,0.4187976729337543,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
m7,0.2192846090421324,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
M2,0.6487255082643834,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
M7,0.208560024335017,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,25,Interval Ranking Order
U,0.7017493189160857,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
P5,0.3056186953636813,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
P4,0.4180681107899553,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
M3,0.5616059002337308,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
M6,0.168672105545136,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
m6,0.3340376720324007,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
m3,0.5958403895959798,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
TT,0.4287839847066511,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
m7,0.2326989863371421,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
M2,0.6461700826837461,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
M7,0.2135675928262975,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,26,Interval Ranking Order
U,0.7020675070768791,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
P5,0.2890729110024211,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
P4,0.409795218609325,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
M3,0.5616059002337308,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
M6,0.1521263211838757,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
m6,0.3174918876711404,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
m3,0.5875674974153497,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
TT,0.4122382003453908,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
m7,0.2161532019758818,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
M2,0.6461700826837463,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
M7,0.2052947006456673,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,27,Interval Ranking Order
U,0.707037149794921,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
P5,0.3002375257552707,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
P4,0.4033596701344682,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
M3,0.5606384224807281,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
M6,0.1654415867428389,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
m6,0.3282102021899903,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
m3,0.5940444625981,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
TT,0.4136164382805102,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
m7,0.2206108182319142,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
M2,0.6517267350831346,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
M7,0.2020706903653133,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,28,Interval Ranking Order
U,0.7127112541143208,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
P5,0.3025311316108633,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
P4,0.3988017530292699,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
M3,0.5496427012290004,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
M6,0.151426836559668,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
m6,0.3307174998361274,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
m3,0.5985825490830253,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
TT,0.4167761801629517,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
m7,0.2146568270158193,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
M2,0.6490661695933606,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
M7,0.2036143698820547,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,29,Interval Ranking Order
U,0.7224005364413645,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
P5,0.3003134188390993,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
P4,0.4105393807686884,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
M3,0.5529440577803862,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
M6,0.1503167979740913,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
m6,0.3282931661177189,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
m3,0.6015251507351843,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
TT,0.4210515183972774,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
m7,0.2130832792480752,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
M2,0.6516386996784228,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
M7,0.2021217691497011,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,30,Interval Ranking Order
U,0.7278000615334501,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
P5,0.3024590813604774,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
P4,0.4063278354990756,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
M3,0.5568947015637529,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
M6,0.1513907730265329,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
m6,0.3306387367728243,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
m3,0.5986781499148932,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
TT,0.4097703355808103,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
m7,0.2146057047460179,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
M2,0.6491497473402688,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
M7,0.2035658774632611,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,31,Interval Ranking Order
U,0.7367667667580922,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
8v,0.0,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
P5,0.3141277966348709,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
P4,0.4035347812825689,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
M3,0.5668144535140717,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
M6,0.1503501289947927,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
m6,0.3283659613506102,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
m3,0.6014367935214275,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
TT,0.4207014047357573,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
m7,0.2131305280139313,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
M2,0.6584353479426162,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
M7,0.2021665873267944,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
m2,1.0,Method D,Intervals,Starting from r_lower==0.25,120.0,32,Interval Ranking Order
U,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
8v,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
P5,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
P4,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
M3,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
M6,0.35,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m6,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m3,0.4666666666666666,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m7,0.85,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
M2,0.9,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
M7,0.85,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
m2,0.675,Method C,Intervals,Starting from r_lower==0.25,120.0,2,Interval Ranking Order
U,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
8v,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
P5,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
P4,0.2,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M3,0.1399999999999999,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M6,0.5666666666666667,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m6,0.25,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m3,0.4199999999999999,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m7,0.6,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M2,0.74,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
M7,0.425,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
m2,0.6714285714285715,Method C,Intervals,Starting from r_lower==0.25,120.0,3,Interval Ranking Order
U,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
8v,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
P5,0.2,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
P4,0.2,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M3,0.2428571428571428,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M6,0.48,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m6,0.2833333333333333,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m3,0.5428571428571428,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m7,0.68,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M2,0.7714285714285715,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
M7,0.54,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
m2,0.6333333333333333,Method C,Intervals,Starting from r_lower==0.25,120.0,4,Interval Ranking Order
U,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
8v,0.1333333333333333,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
P5,0.2675736961451247,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
P4,0.2675736961451247,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M3,0.0476190476190476,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M6,0.3873015873015872,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m6,0.2675736961451247,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m3,0.5537918871252204,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m7,0.708994708994709,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M2,0.8218694885361553,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
M7,0.4489795918367347,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
m2,0.632034632034632,Method C,Intervals,Starting from r_lower==0.25,120.0,5,Interval Ranking Order
U,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
8v,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
P5,0.1601731601731602,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
P4,0.367003367003367,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M3,0.0909090909090908,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M6,0.463203463203463,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m6,0.2765151515151515,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m3,0.5151515151515149,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
TT,1.0,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m7,0.7310606060606061,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M2,0.8705234159779611,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
M7,0.4659090909090909,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
m2,0.671328671328671,Method C,Intervals,Starting from r_lower==0.25,120.0,6,Interval Ranking Order
U,0.0,Method C,Intervals,Starting from r_lower==0.25,120.0,7,Interval Ranking Order
