chord_label,normalized_value,subharmonic_method,clean_subharmonic_method,periods_considered,ground_truth_type,method_focus
CAug,0.4313190909220067,Smallest_t_sub_and_choose_top_3_t_sub,Method D,7,Triads - Numerical Ranking,T_sub focused
CM,0.090567557665143,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Cm,0.4329291561745582,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
FM2nd,0.154029036891946,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.4021167093540274,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
G#M1st,0.6092031060400445,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Csus2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Csus4,0.7991355930494851,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.3390965117638329,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Adim1st,0.6987065271220884,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Am1st,0.379743935577654,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
F#dim2nd,0.9929916556862098,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
Cdim,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
CAug,0.1374671519291471,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,7,Triads - Numerical Ranking,T_sub focused
CM,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Cm,0.0610141689862492,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
FM2nd,0.368078156640452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.6249011861576452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
G#M1st,0.5025435595411251,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Csus2,0.1747089402096209,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Csus4,0.4169633558840884,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.3073026827113971,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Adim1st,0.7853455894845132,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Am1st,0.6477023505407092,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
F#dim2nd,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
Cdim,0.2277901048395086,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
CAug,0.1520689767990815,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,7,Triads - Numerical Ranking,T_sub focused
CM,0.1110540604752591,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Cm,0.0615125165102139,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,0.5538386827595848,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.266226530369353,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Csus2,0.0646321168105042,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Csus4,0.3317850576533925,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.9526931441174104,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.3392389536317577,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Am1st,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.9514753265562113,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
Cdim,0.2023051555016157,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
CAug,0.9067036581438876,Smallest_delta_t_and_choose_top_3_delta_t,Method B,8,Triads - Numerical Ranking,Delta_t focused
CM,0.3574904846635059,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Cm,0.1797002226336643,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.0174187118098811,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,0.3994770482354473,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.0990475702255638,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Csus2,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Csus4,0.1516193747745028,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.936326051507498,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.1562145316926554,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Am1st,1.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.9346868968602834,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
Cdim,0.9074163738335068,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
CAug,0.8744252528506918,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,8,Triads - Numerical Ranking,Delta_t focused
CM,0.1577115068346835,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Cm,0.2167438680244021,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,0.4643349349923027,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.0568505469558263,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Csus2,0.419842038494488,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Csus4,0.3508833745164665,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.1368766094903947,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.2255001183406379,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Am1st,0.165900268537879,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,1.0,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
Cdim,0.2768265172637152,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
CAug,0.015743061425102,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),Method A,8,Triads - Numerical Ranking,Delta_t focused
CM,0.0929000181166258,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.3212102941401022,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.0263927624273215,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,0.0746823088206033,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.0692091309613764,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.0,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.0205845758775666,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.936326051507498,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.1562145316926554,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,1.0,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.9346868968602834,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.9074163738335068,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.8744252528506918,Smallest_ratio_and_choose_top_3_ratio,Method I,8,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.3910324171053416,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.2225236191090684,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,0.4308270902146843,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.1460814036731124,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.1247092023198441,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.195908719814588,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.9396501225565034,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.1570598505483014,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,1.0,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.938096539271465,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.9122496621505994,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.8809808284254391,Smallest_ratio_and_filter_by_smallest_delta_t,Method H,8,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.9380817740336588,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Cm,0.5953980630800244,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
FM2nd,0.2926815002914181,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Fsus42nd,1.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
G#M1st,0.2294712079671194,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus2,0.3012371513868117,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Csus4,0.4713124301038623,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Fm2nd,0.561448814301232,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Adim1st,0.0,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Am1st,0.2348342452590511,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
F#dim2nd,0.0827469153773379,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
Cdim,0.3559534667394177,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
CAug,0.7331775161480176,Smallest_ratio_and_filter_by_smallest_t_sub,Method G,8,Triads - Numerical Ranking,Delta_t/T_sub focused
CM,0.5498627292790443,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Cm,0.7613911099998745,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
FM2nd,0.1479629687808938,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
G#M1st,0.6019038274562558,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Csus2,1.0,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Csus4,0.8434707574039941,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.4435327342452274,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Adim1st,0.4031071786296744,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Am1st,0.2716151738598797,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
F#dim2nd,0.2463363031517522,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
Cdim,0.8459078890966825,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
CAug,0.4313190909220067,Smallest_t_sub_and_choose_top_3_t_sub,Method D,8,Triads - Numerical Ranking,T_sub focused
CM,0.090567557665143,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Cm,0.4329291561745582,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
FM2nd,0.154029036891946,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.4021167093540274,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
G#M1st,0.6092031060400445,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Csus2,1.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Csus4,0.7991355930494851,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.3390965117638329,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Adim1st,0.6987065271220884,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Am1st,0.379743935577654,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
F#dim2nd,0.9929916556862098,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
Cdim,0.0,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
CAug,0.1374671519291471,Smallest_t_sub_and_filter_by_smallest_delta_t,Method E,8,Triads - Numerical Ranking,T_sub focused
CM,0.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Cm,0.0610141689862492,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
FM2nd,0.368078156640452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Fsus42nd,0.6249011861576452,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
G#M1st,0.5025435595411251,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Csus2,0.1747089402096209,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Csus4,0.4169633558840884,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Fm2nd,0.3073026827113971,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Adim1st,0.7853455894845132,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Am1st,0.6477023505407092,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
F#dim2nd,1.0,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
Cdim,0.2277901048395086,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
CAug,0.1520689767990815,Smallest_t_sub_and_filter_by_smallest_ratio,Method F,8,Triads - Numerical Ranking,T_sub focused
CM,0.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Cm,0.3806656077497218,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.2089934432201985,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,0.5697564088008593,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.3166770215201738,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Csus2,0.324532128288305,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Csus4,0.673331917574538,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Fm2nd,0.9467832026907268,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Adim1st,0.2566915298341917,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Am1st,1.0,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
F#dim2nd,0.9454132458608994,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
Cdim,0.1026508935685587,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
CAug,0.8950483514149448,Smallest_delta_t_and_choose_top_3_delta_t,Method B,9,Triads - Numerical Ranking,Delta_t focused
CM,0.5793847775096282,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,9,Triads - Numerical Ranking,Delta_t focused
Cm,0.9360963691933728,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,9,Triads - Numerical Ranking,Delta_t focused
FM2nd,0.0,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,9,Triads - Numerical Ranking,Delta_t focused
Fsus42nd,0.6951885929257053,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,9,Triads - Numerical Ranking,Delta_t focused
G#M1st,0.1211997440614473,Smallest_delta_t_and_filter_by_smallest_ratio,Method C,9,Triads - Numerical Ranking,Delta_t focused
