chord_label,normalized_value,cleaned_method_name,exp_with,r_names_used,harmonics_considered,ground_truth_type
Adim1st,0.6666666666666666,Method A,Triads,All r_bounds Considered,11,Triad Explicit Ratings
Am1st,0.1111111111111111,Method A,Triads,All r_bounds Considered,11,Triad Explicit Ratings
F#dim2nd,0.6666666666666666,Method A,Triads,All r_bounds Considered,11,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,11,Triad Explicit Ratings
CAug,0.3888888888888889,Method A,Triads,All r_bounds Considered,11,Triad Explicit Ratings
CM,0.3684210526315789,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Cm,0.3684210526315789,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
FM2nd,0.1578947368421052,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
G#M1st,0.4210526315789473,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Csus2,0.2105263157894736,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Csus4,0.2105263157894736,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Fm2nd,0.4210526315789473,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Adim1st,0.6842105263157895,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Am1st,0.1578947368421052,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
F#dim2nd,0.6842105263157895,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
CAug,0.4736842105263157,Method A,Triads,All r_bounds Considered,12,Triad Explicit Ratings
CM,0.4761904761904761,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Cm,0.4761904761904761,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
FM2nd,0.2857142857142857,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
G#M1st,0.4761904761904761,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Csus2,0.238095238095238,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Csus4,0.238095238095238,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Fm2nd,0.4761904761904761,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Adim1st,0.7142857142857143,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Am1st,0.2857142857142857,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
F#dim2nd,0.7142857142857143,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
CAug,0.6666666666666666,Method A,Triads,All r_bounds Considered,13,Triad Explicit Ratings
CM,0.4782608695652174,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Cm,0.4782608695652174,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
FM2nd,0.217391304347826,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
G#M1st,0.4782608695652174,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Csus2,0.217391304347826,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Csus4,0.217391304347826,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Fm2nd,0.4782608695652174,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Adim1st,0.6521739130434783,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Am1st,0.217391304347826,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
F#dim2nd,0.6521739130434783,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
CAug,0.6086956521739131,Method A,Triads,All r_bounds Considered,14,Triad Explicit Ratings
CM,0.4814814814814814,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Cm,0.4814814814814814,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
FM2nd,0.2222222222222222,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
G#M1st,0.5185185185185185,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Csus2,0.2222222222222222,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Csus4,0.2222222222222222,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Fm2nd,0.5185185185185185,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Adim1st,0.6666666666666666,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Am1st,0.2222222222222222,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
F#dim2nd,0.6666666666666666,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
CAug,0.5925925925925926,Method A,Triads,All r_bounds Considered,15,Triad Explicit Ratings
CM,0.5625,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Cm,0.5625,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
FM2nd,0.28125,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
G#M1st,0.5,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Csus2,0.25,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Csus4,0.25,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Fm2nd,0.5,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Adim1st,0.6875,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Am1st,0.28125,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
F#dim2nd,0.6875,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
CAug,0.6875,Method A,Triads,All r_bounds Considered,16,Triad Explicit Ratings
CM,0.5483870967741935,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Cm,0.5483870967741935,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
FM2nd,0.2580645161290322,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
G#M1st,0.5161290322580645,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Csus2,0.1935483870967742,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Csus4,0.1935483870967742,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Fm2nd,0.5161290322580645,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Adim1st,0.6129032258064516,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Am1st,0.2580645161290322,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
F#dim2nd,0.6129032258064516,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
CAug,0.6451612903225806,Method A,Triads,All r_bounds Considered,17,Triad Explicit Ratings
CM,0.5151515151515151,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Cm,0.5151515151515151,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
FM2nd,0.2727272727272727,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
G#M1st,0.5151515151515151,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Csus2,0.1818181818181818,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Csus4,0.1818181818181818,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Fm2nd,0.5151515151515151,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Adim1st,0.6060606060606061,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Am1st,0.2727272727272727,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
F#dim2nd,0.6060606060606061,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
CAug,0.696969696969697,Method A,Triads,All r_bounds Considered,18,Triad Explicit Ratings
CM,0.5135135135135135,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Cm,0.5135135135135135,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
FM2nd,0.2432432432432432,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
G#M1st,0.4594594594594595,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Csus2,0.1891891891891892,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Csus4,0.1891891891891892,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Fm2nd,0.4594594594594595,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Adim1st,0.5945945945945946,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Am1st,0.2432432432432432,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
F#dim2nd,0.5945945945945946,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
CAug,0.5675675675675675,Method A,Triads,All r_bounds Considered,19,Triad Explicit Ratings
CM,0.525,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Cm,0.525,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
FM2nd,0.25,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
G#M1st,0.475,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Csus2,0.25,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Csus4,0.25,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Fm2nd,0.475,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Adim1st,0.6,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Am1st,0.25,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
F#dim2nd,0.6,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
CAug,0.6,Method A,Triads,All r_bounds Considered,20,Triad Explicit Ratings
CM,0.5227272727272727,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Cm,0.5227272727272727,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
FM2nd,0.2272727272727272,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
G#M1st,0.4772727272727273,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Csus2,0.25,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Csus4,0.25,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Fm2nd,0.4772727272727273,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Adim1st,0.5909090909090909,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Am1st,0.2272727272727272,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
F#dim2nd,0.5909090909090909,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
CAug,0.5909090909090909,Method A,Triads,All r_bounds Considered,21,Triad Explicit Ratings
CM,0.5,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Cm,0.5,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
FM2nd,0.2045454545454545,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
G#M1st,0.5,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Csus2,0.25,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Csus4,0.25,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Fm2nd,0.5,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Adim1st,0.5681818181818182,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Am1st,0.2045454545454545,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
F#dim2nd,0.5681818181818182,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
CAug,0.5681818181818182,Method A,Triads,All r_bounds Considered,22,Triad Explicit Ratings
CM,0.5333333333333333,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Cm,0.5333333333333333,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
FM2nd,0.2222222222222222,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
G#M1st,0.5111111111111111,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Csus2,0.2888888888888888,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Csus4,0.2888888888888888,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Fm2nd,0.5111111111111111,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Adim1st,0.5777777777777777,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Am1st,0.2222222222222222,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
F#dim2nd,0.5777777777777777,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
CAug,0.5777777777777777,Method A,Triads,All r_bounds Considered,23,Triad Explicit Ratings
CM,0.5686274509803921,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Cm,0.5686274509803921,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
FM2nd,0.2549019607843137,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
G#M1st,0.5098039215686274,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Csus2,0.2941176470588235,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Csus4,0.2941176470588235,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Fm2nd,0.5098039215686274,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Adim1st,0.6078431372549019,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Am1st,0.2549019607843137,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
F#dim2nd,0.6078431372549019,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
CAug,0.6078431372549019,Method A,Triads,All r_bounds Considered,24,Triad Explicit Ratings
CM,0.5849056603773585,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Cm,0.5849056603773585,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
FM2nd,0.2830188679245283,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
G#M1st,0.490566037735849,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Csus2,0.320754716981132,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Csus4,0.320754716981132,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Fm2nd,0.490566037735849,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Adim1st,0.6037735849056604,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Am1st,0.2830188679245283,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
F#dim2nd,0.6037735849056604,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
CAug,0.6226415094339622,Method A,Triads,All r_bounds Considered,25,Triad Explicit Ratings
CM,0.6111111111111112,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Cm,0.6111111111111112,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
FM2nd,0.3148148148148148,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
G#M1st,0.5,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Csus2,0.3333333333333333,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Csus4,0.3333333333333333,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Fm2nd,0.5,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Adim1st,0.6111111111111112,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Am1st,0.3148148148148148,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
F#dim2nd,0.6111111111111112,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
CAug,0.6481481481481481,Method A,Triads,All r_bounds Considered,26,Triad Explicit Ratings
CM,0.6037735849056604,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Cm,0.6037735849056604,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
FM2nd,0.320754716981132,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
G#M1st,0.5283018867924528,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Csus2,0.320754716981132,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Csus4,0.320754716981132,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Fm2nd,0.5283018867924528,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Adim1st,0.6037735849056604,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Am1st,0.320754716981132,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
F#dim2nd,0.6037735849056604,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
CAug,0.660377358490566,Method A,Triads,All r_bounds Considered,27,Triad Explicit Ratings
CM,0.603448275862069,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Cm,0.603448275862069,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
FM2nd,0.3103448275862069,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
G#M1st,0.5344827586206896,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Csus2,0.3103448275862069,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Csus4,0.3103448275862069,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Fm2nd,0.5344827586206896,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Adim1st,0.5862068965517241,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Am1st,0.3103448275862069,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
F#dim2nd,0.5862068965517241,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
CAug,0.6379310344827587,Method A,Triads,All r_bounds Considered,28,Triad Explicit Ratings
CM,0.59375,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Cm,0.59375,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
FM2nd,0.28125,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
G#M1st,0.515625,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Csus2,0.28125,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Csus4,0.28125,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Fm2nd,0.515625,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Adim1st,0.5625,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Am1st,0.28125,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
F#dim2nd,0.5625,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
CAug,0.5625,Method A,Triads,All r_bounds Considered,29,Triad Explicit Ratings
CM,0.5882352941176471,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Cm,0.5882352941176471,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
FM2nd,0.2941176470588235,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
G#M1st,0.5294117647058824,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Csus2,0.2794117647058823,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Csus4,0.2794117647058823,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Fm2nd,0.5294117647058824,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Adim1st,0.5882352941176471,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Am1st,0.2941176470588235,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
F#dim2nd,0.5882352941176471,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
CAug,0.5588235294117647,Method A,Triads,All r_bounds Considered,30,Triad Explicit Ratings
CM,0.6027397260273972,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Cm,0.6027397260273972,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
FM2nd,0.2876712328767123,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
G#M1st,0.5205479452054794,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Csus2,0.3013698630136986,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Csus4,0.3013698630136986,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Fm2nd,0.5205479452054794,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Adim1st,0.5753424657534246,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Am1st,0.2876712328767123,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
F#dim2nd,0.5753424657534246,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
CAug,0.5616438356164384,Method A,Triads,All r_bounds Considered,31,Triad Explicit Ratings
CM,0.6455696202531646,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Cm,0.6455696202531646,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
FM2nd,0.3291139240506329,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
G#M1st,0.5316455696202531,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Csus2,0.3164556962025316,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Csus4,0.3164556962025316,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Fm2nd,0.5316455696202531,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Adim1st,0.5949367088607594,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Am1st,0.3291139240506329,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
F#dim2nd,0.5949367088607594,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
CAug,0.6455696202531646,Method A,Triads,All r_bounds Considered,32,Triad Explicit Ratings
CM,0.5,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Cm,0.5,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
FM2nd,0.25,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Fsus42nd,0.25,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
G#M1st,0.5,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Csus2,0.5,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Csus4,0.5,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Fm2nd,0.5,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Adim1st,0.75,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Am1st,0.25,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
F#dim2nd,0.75,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
CAug,0.0,Method A,Triads,Starting from r_lower==0.25,2,Triad Explicit Ratings
CM,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Cm,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
FM2nd,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Fsus42nd,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
G#M1st,0.5,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Csus2,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Csus4,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Fm2nd,0.5,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Adim1st,0.75,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Am1st,0.25,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
F#dim2nd,0.75,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
Cdim,1.0,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
CAug,0.0,Method A,Triads,Starting from r_lower==0.25,3,Triad Explicit Ratings
CM,0.4285714285714285,Method A,Triads,Starting from r_lower==0.25,4,Triad Explicit Ratings
Cm,0.4285714285714285,Method A,Triads,Starting from r_lower==0.25,4,Triad Explicit Ratings
FM2nd,0.1428571428571428,Method A,Triads,Starting from r_lower==0.25,4,Triad Explicit Ratings
Fsus42nd,0.0,Method A,Triads,Starting from r_lower==0.25,4,Triad Explicit Ratings
G#M1st,0.4285714285714285,Method A,Triads,Starting from r_lower==0.25,4,Triad Explicit Ratings
