correlation,p_value,scores_based_on_emp_rank,periods_considered,harmonics_considered,ground_truth_type
0.19835110743974238,0.5159449817972828,"[0.6061940029567154, 0.6549283385965446, 0.27874552311049966, 0.36620462740040766, 0.24821966345739868, 0.08846679571321148, 0.5191059796790624, 0.37638382637692747, 0.514662909368791, 0.0, 0.5800332426211126, 1.0, 0.6862408359288829]",7,13,Triads - Empirical Rank
0.36538399014504613,0.21956785840090956,"[0.27278196205965327, 0.30812370461402433, 0.0, 0.010446134326532156, 0.21239809792165326, 0.20676215608697773, 0.16547769278434646, 0.2603084379916909, 0.5363191497960399, 0.09932187129570387, 1.0, 0.8345913140635838, 0.36615026849938487]",8,13,Triads - Empirical Rank
0.2986512429654667,0.3216024781293442,"[0.45879187719982273, 0.38639643074192176, 0.0, 0.43886388663073617, 0.25772884866197265, 0.0985218927514873, 0.07263322478871115, 1.0, 0.7095930357484607, 0.06228277520691886, 0.9072911461096609, 0.9903739627344788, 0.4786819996662958]",9,13,Triads - Empirical Rank
0.4211202148177183,0.15184184226866992,"[0.34776811241585126, 0.3260528440816473, 0.07343562143058475, 0.0, 0.28745855110489077, 0.06880854488838303, 0.2642300336693208, 0.9779485127958056, 0.5938921212866777, 0.09211755851904013, 0.7907882647028683, 1.0, 0.5365011705562616]",10,13,Triads - Empirical Rank
0.6619742676932279,0.01370978933068355,"[0.2575518969067347, 0.2375030826614148, 0.00427198948987244, 0.09078099992465062, 0.3757589030835064, 0.0, 0.18042462417752614, 0.8393715453592697, 0.4847880728186061, 0.021520253737164062, 0.6665741849779141, 0.859730776660758, 1.0]",11,13,Triads - Empirical Rank
0.7238557185291788,0.005152036346233372,"[0.2490154915211364, 0.22839237289755956, 0.20742685633954389, 0.1092955070220692, 0.3706085733209995, 0.0, 0.44807028314621494, 0.8475015406582013, 0.4668468590044997, 0.21738730640821002, 0.6538402896037884, 0.8334330412567678, 1.0]",12,13,Triads - Empirical Rank
0.7681539214633829,0.0021621442932655962,"[0.17717006198739163, 0.14291204615252312, 0.11229736534906895, 0.0, 0.2844719445148773, 0.13498418403481333, 0.3493937871556614, 0.7591641370004882, 0.392448503297722, 0.5985344764786537, 1.0, 0.7719618310475738, 0.9207047598297762]",13,13,Triads - Empirical Rank
0.7998510644039318,0.0010287179933448722,"[0.22713675388772686, 0.20126704265024892, 0.14080938424040462, 0.0, 0.30816505189553184, 0.14860638663546755, 0.3105163625667945, 0.6666256821165337, 0.43637681118754096, 0.507988082461007, 0.8951652552511391, 0.7789725399341271, 1.0]",14,13,Triads - Empirical Rank
0.3459215534794302,0.24696376336245193,"[0.9294346228829412, 0.4194003631506945, 0.6991518291387296, 0.0, 0.3285226630424758, 0.4608202314702305, 0.31285360894115555, 0.6690147366316149, 0.600327433668054, 0.5040071637139522, 0.9040008068064144, 0.8151154846735095, 1.0]",15,13,Triads - Empirical Rank
0.34553314197214685,0.247530384709463,"[0.9271323964720449, 0.4004580450802633, 0.689336525473907, 0.0, 0.371323497976009, 0.4432292547895419, 0.29043515623419336, 0.6582161970917483, 0.5872879407111365, 0.48782517965938027, 0.9008687909790437, 0.8090835461855409, 1.0]",16,13,Triads - Empirical Rank
0.36937210335287207,0.21419512649103514,"[0.6206335384097541, 0.25986382973038413, 0.46352366668142764, 0.0, 0.26225147808169424, 0.2963860487450196, 0.19172273586853056, 0.4364270763839923, 0.38061739919326704, 0.32548924496907183, 0.5954189586381595, 1.0, 0.6647682427486411]",17,13,Triads - Empirical Rank
0.22602264366247343,0.45777581033337744,"[0.84618953501417, 0.33992356388226524, 0.39771868147556655, 0.0, 0.3414275740161755, 0.27481336280695107, 0.20888460779221243, 0.4511430037538984, 0.6935667059081073, 0.3107690395947074, 0.6394100296059029, 1.0, 0.6654708252398495]",18,13,Triads - Empirical Rank
0.1008320009678436,0.7430935579254973,"[0.884653657037985, 0.3593833020742925, 0.6079767578973309, 0.0, 0.8391152184432938, 0.2695697928038676, 0.2130560622450387, 0.5287173533432843, 0.6965255054567073, 0.3071910693984215, 0.6501027296615284, 1.0, 0.6656415986190276]",19,13,Triads - Empirical Rank
0.26510810049304817,0.3813754250940873,"[0.5213538196093022, 0.45399077995620074, 0.8987748166522315, 0.0, 0.5155137648340683, 0.23163012446201703, 0.22438254873914532, 0.47570694250461226, 0.7080699828067595, 0.2786233598593387, 0.7113584452277433, 1.0, 0.6619407780972562]",20,13,Triads - Empirical Rank
0.24560429194858946,0.4186218874188027,"[0.512251580011515, 0.49991294986594403, 0.9083839485183594, 0.0, 0.5061783221718352, 0.21550914468746268, 0.2136180348336668, 0.46478194746481444, 0.7018732219462104, 0.2634688164329025, 0.7052929981208154, 1.0, 0.6548120830656968]",21,13,Triads - Empirical Rank
0.24560429194858946,0.4186218874188027,"[0.512251580011515, 0.49991294986594403, 0.9083839485183594, 0.0, 0.5061783221718352, 0.21550914468746268, 0.2136180348336668, 0.46478194746481444, 0.7018732219462104, 0.2634688164329025, 0.7052929981208154, 1.0, 0.6548120830656968]",22,13,Triads - Empirical Rank
0.24560429194858946,0.4186218874188027,"[0.512251580011515, 0.49991294986594403, 0.9083839485183594, 0.0, 0.5061783221718352, 0.21550914468746268, 0.2136180348336668, 0.46478194746481444, 0.7018732219462104, 0.2634688164329025, 0.7052929981208154, 1.0, 0.6548120830656968]",23,13,Triads - Empirical Rank
0.02384682064659513,0.9383632641294737,"[0.918710224087676, 0.4964844978574521, 0.9021541623653605, 0.0, 0.5027069016259772, 0.21403116185035023, 0.21215302141328632, 0.4776321472851705, 0.6970597065969211, 0.2616619214662556, 0.7004560296113357, 1.0, 0.6503213176194858]",24,13,Triads - Empirical Rank
0.020770560559486673,0.946303404621981,"[0.918710224087676, 0.4964844978574521, 0.9021541623653605, 0.0, 0.5925455344929008, 0.21403116185035023, 0.21215302141328632, 0.4776321472851705, 0.735906204504853, 0.27203509889154875, 0.721662850684674, 1.0, 0.6503213176194858]",25,13,Triads - Empirical Rank
0.020770560559486673,0.946303404621981,"[0.918710224087676, 0.4964844978574521, 0.9021541623653605, 0.0, 0.5925455344929008, 0.21403116185035023, 0.21215302141328632, 0.4776321472851705, 0.735906204504853, 0.27203509889154875, 0.721662850684674, 1.0, 0.6503213176194858]",26,13,Triads - Empirical Rank
0.01677310492416051,0.9566279706166649,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.31327409615566004, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6501585046222117]",27,13,Triads - Empirical Rank
0.01677310492416051,0.9566279706166649,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.31327409615566004, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6501585046222117]",28,13,Triads - Empirical Rank
0.01677310492416051,0.9566279706166649,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.31327409615566004, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6501585046222117]",29,13,Triads - Empirical Rank
0.029101235085020022,0.9248135800437174,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.41405995471326884, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6732615627260389]",30,13,Triads - Empirical Rank
0.044552879813474444,0.8850886290744022,"[0.854635498422257, 0.45983936954679655, 0.8409115344391339, 0.0, 0.5496598684965932, 0.20207091206013797, 0.38334243787315186, 0.47247673981503263, 0.6815115323647214, 0.2517277127635044, 0.6681934880081725, 1.0, 0.6233148746789858]",31,13,Triads - Empirical Rank
0.024328847627899122,0.9371195614369399,"[0.854635498422257, 0.45983936954679655, 0.8409115344391339, 0.0, 0.7552074604139837, 0.20207091206013797, 0.38334243787315186, 0.47247673981503263, 0.6815115323647214, 0.2846949811677508, 0.6797281678463464, 1.0, 0.6233148746789858]",32,13,Triads - Empirical Rank
0.5152829729923559,0.07152070660783341,"[0.0, 0.059854874553870015, 0.14625212247834227, 0.10455698241842956, 0.5770473585958952, 0.20410211268534448, 0.15981000328768757, 0.45843181226661683, 1.0, 0.2543797756540248, 0.8920731431273736, 0.6976065415731261, 0.06296935710187516]",4,6,Triads - Ranking Order
0.31860086144594846,0.2887117215123999,"[0.21581764055825414, 0.38776808934385726, 0.07932126930010408, 0.03163456829276782, 0.5560922956879301, 0.7523692776654706, 0.651485518883612, 0.4204317826281742, 1.0, 0.2029867866770595, 0.8765641332071046, 0.8086579158793611, 0.0]",5,6,Triads - Ranking Order
0.2063580180092015,0.4987845635599469,"[0.43623859447494784, 0.48133621443253344, 0.14031032966623494, 0.18311715382610794, 0.3563019475499151, 0.42373284307143816, 0.7582427503686652, 0.45585671138310585, 0.715377067460979, 0.1523643538169585, 0.6729707141868452, 1.0, 0.0]",6,6,Triads - Ranking Order
0.10140534420522429,0.7416774108130904,"[0.4542169767799049, 0.49821729516644236, 0.2516683895380764, 0.5977647435699367, 0.21601285102051873, 0.29438906041661983, 0.6831962731434554, 0.3317272421200559, 0.6589474537600288, 0.0, 0.7179677612777836, 1.0, 0.09340892320820518]",7,6,Triads - Ranking Order
0.37580628511858305,0.20569959735727625,"[0.2511252619454943, 0.2771998888068773, 0.11865809460727403, 0.3237550943650528, 0.2693808265237489, 0.4297143707861783, 0.3992552904470445, 0.30472838297788574, 0.6579029703123175, 0.19193633574735292, 1.0, 0.8061856829617661, 0.0]",8,6,Triads - Ranking Order
0.25573165768585426,0.39905868135680483,"[0.4007208760241695, 0.3484459208810627, 0.15866210516661472, 0.7315873550044775, 0.3370031488581192, 0.43540419829436744, 0.41671063367554995, 0.872978725205752, 0.8572471010726002, 0.2036349513804053, 1.0, 0.9668893019940825, 0.0]",9,6,Triads - Ranking Order
0.4014611778131537,0.17393217119945675,"[0.2656451410849655, 0.24739965978303427, 0.1263348022253942, 0.3263023948269422, 0.298230579617284, 0.3325754107637574, 0.49677136103585223, 0.8783901931809346, 0.7539347676626571, 0.1420316349140501, 0.9193697440043462, 1.0, 0.0]",10,6,Triads - Ranking Order
0.6227032599822899,0.02301503651870432,"[0.15945506266521964, 0.13857122598681473, 0.0, 0.3896195422893891, 0.37788316147813866, 0.23606366496421957, 0.4240028786244794, 0.8608050233329323, 0.7183529423352119, 0.01796664526484376, 0.9077103492264146, 1.0, 0.4472605805748389]",11,6,Triads - Ranking Order
0.674938552200371,0.011373061751119866,"[0.02571254994973163, 0.0, 0.09407014746482885, 0.3166709349081282, 0.2870693002686507, 0.11245862196686728, 0.6711049521691452, 0.8816512578836927, 0.6683827440493337, 0.10648866546819219, 0.9015229403656747, 1.0, 0.4027911976333733]",12,6,Triads - Ranking Order
0.7622543032605611,0.0024521518929149512,"[0.029303591372233224, 0.0, 0.06026202195422738, 0.21227676239873336, 0.20001924158409387, 0.27887683434343946, 0.46227833157028986, 0.606061030555122, 0.48031313655849434, 0.4761790932533214, 1.0, 0.7147330715039782, 0.26313102259339843]",13,6,Triads - Ranking Order
0.8142876513366237,0.0007020470497092759,"[0.026137808213380378, 0.0, 0.03574601599540391, 0.17133800132148386, 0.19641603067943933, 0.26675432503832447, 0.43034223136930505, 0.5585915153130067, 0.5364569688711142, 0.40672991705360617, 1.0, 0.7815629104163856, 0.3565394931482759]",14,6,Triads - Ranking Order
0.3314579152969604,0.2685878064246248,"[0.6629676109796084, 0.04616372750917704, 0.5036212379271213, 0.0, 0.04504495621886184, 0.48994556445691806, 0.3110038842493002, 0.45681500749136594, 0.6327562074817547, 0.26762535103173996, 1.0, 0.7681840496512871, 0.1940292298967602]",15,6,Triads - Ranking Order
0.32482959258483085,0.2788568130192664,"[0.6495784904400409, 0.008271141385596138, 0.48390184212070525, 0.0, 0.08590000189932699, 0.4696828818729774, 0.2836324732347885, 0.4352361635080888, 0.6181668933219894, 0.23853066228784534, 1.0, 0.7589748110044175, 0.16201082411787984]",16,6,Triads - Ranking Order
0.42224155361135673,0.15063990988456658,"[0.4129342670265555, 0.002157282923067746, 0.30995393956040573, 0.0, 0.07418225640553675, 0.29456498781358487, 0.17539400705950575, 0.2725008104685816, 0.3739703601067865, 0.15278618936033772, 0.618546150830717, 1.0, 0.11005416368478693]",17,6,Triads - Ranking Order
0.2867158106961454,0.342236595711548,"[0.6348422157215169, 0.04781983638729204, 0.2062529203532934, 0.00742496652940454, 0.1330331395002247, 0.2744033302005829, 0.1979580290305946, 0.2602496942102282, 0.7400799472475781, 0.1054336108013542, 0.6772845337840281, 1.0, 0.0]",18,6,Triads - Ranking Order
0.12274880509525937,0.6895253291870322,"[0.6797249832820454, 0.08423181551467873, 0.4587974857351421, 0.035658813388313455, 0.7127724148892152, 0.28884994612316833, 0.22478095743037482, 0.3608778025054479, 0.7527244544303842, 0.11780009121116483, 0.7000954690829504, 1.0, 0.0]",19,6,Triads - Ranking Order
0.1899205887659667,0.5342911420152195,"[0.31882920337931203, 0.25137579022189394, 0.7955500933027997, 0.17906402247645295, 0.40318411932532267, 0.35516506725189956, 0.34790776826209613, 0.36332389260603876, 0.8107672535145611, 0.1745666482171261, 0.8140601277001317, 1.0, 0.0]",20,6,Triads - Ranking Order
0.1639370654143116,0.5925328250320475,"[0.31969349970454564, 0.3075900000812989, 0.80705603737656, 0.19943558191730257, 0.4039255412013648, 0.35500625155304477, 0.35315117954481595, 0.3633180345528199, 0.8106282489022927, 0.17443070003111616, 0.8139828562738228, 1.0, 0.0]",21,6,Triads - Ranking Order
0.1639370654143116,0.5925328250320475,"[0.31969349970454564, 0.3075900000812989, 0.80705603737656, 0.19943558191730257, 0.4039255412013648, 0.35500625155304477, 0.35315117954481595, 0.3633180345528199, 0.8106282489022927, 0.17443070003111616, 0.8139828562738228, 1.0, 0.0]",22,6,Triads - Ranking Order
0.1639370654143116,0.5925328250320475,"[0.31969349970454564, 0.3075900000812989, 0.80705603737656, 0.19943558191730257, 0.4039255412013648, 0.35500625155304477, 0.35315117954481595, 0.3633180345528199, 0.8106282489022927, 0.17443070003111616, 0.8139828562738228, 1.0, 0.0]",23,6,Triads - Ranking Order
-0.004269002840377678,0.9889568210309396,"[0.7197541847518009, 0.3055204464917166, 0.8016259332811563, 0.19809372221985372, 0.4012078145083764, 0.3526176678473601, 0.35077507729474605, 0.37660768102223713, 0.8051741099449498, 0.1732570803383845, 0.8085061465575946, 1.0, 0.0]",24,6,Triads - Ranking Order
-0.003277450320700259,0.9915217023639133,"[0.7197541847518009, 0.3055204464917166, 0.8016259332811563, 0.19809372221985372, 0.4893459605775469, 0.3526176678473601, 0.35077507729474605, 0.37660768102223713, 0.8432853121930597, 0.18343391181873672, 0.8293115599279579, 1.0, 0.0]",25,6,Triads - Ranking Order
-0.003277450320700259,0.9915217023639133,"[0.7197541847518009, 0.3055204464917166, 0.8016259332811563, 0.19809372221985372, 0.4893459605775469, 0.3526176678473601, 0.35077507729474605, 0.37660768102223713, 0.8432853121930597, 0.18343391181873672, 0.8293115599279579, 1.0, 0.0]",26,6,Triads - Ranking Order
-0.00512806024908391,0.9867347473178099,"[0.7241218308796078, 0.30584084997203975, 0.807681722883178, 0.19825274128358616, 0.49057419766918353, 0.3568960867249568, 0.45009121383322925, 0.40879975153568987, 0.843530584178847, 0.18344969819913282, 0.8294203023149, 1.0, 0.0]",27,6,Triads - Ranking Order
-0.00512806024908391,0.9867347473178099,"[0.7241218308796078, 0.30584084997203975, 0.807681722883178, 0.19825274128358616, 0.49057419766918353, 0.3568960867249568, 0.45009121383322925, 0.40879975153568987, 0.843530584178847, 0.18344969819913282, 0.8294203023149, 1.0, 0.0]",28,6,Triads - Ranking Order
-0.00512806024908391,0.9867347473178099,"[0.7241218308796078, 0.30584084997203975, 0.807681722883178, 0.19825274128358616, 0.49057419766918353, 0.3568960867249568, 0.45009121383322925, 0.40879975153568987, 0.843530584178847, 0.18344969819913282, 0.8294203023149, 1.0, 0.0]",29,6,Triads - Ranking Order
0.0043982555554901714,0.9886224855195009,"[0.7177250614906514, 0.2897454263431221, 0.803222451343425, 0.17966267908841904, 0.47876217430871143, 0.3419844775915764, 0.5384922845477146, 0.39509162934473246, 0.8399025378835424, 0.16451639879470065, 0.8254650818202574, 1.0, 0.0]",30,6,Triads - Ranking Order
0.030977450672725754,0.9199796829213286,"[0.6643008749915964, 0.2681780957248297, 0.743434228327113, 0.16628940708004766, 0.4431252973744722, 0.31652870979006115, 0.49840937009823216, 0.3656828069100105, 0.7773840161926228, 0.152270546945656, 0.7640212186395128, 1.0, 0.0]",31,6,Triads - Ranking Order
0.011738480876780366,0.9696400063836277,"[0.6643008749915964, 0.2681780957248297, 0.743434228327113, 0.16628940708004766, 0.649363599694789, 0.31652870979006115, 0.49840937009823216, 0.3656828069100105, 0.7773840161926228, 0.185348596678112, 0.7755946589578477, 1.0, 0.0]",32,6,Triads - Ranking Order
0.6430314286592318,0.01775155700338931,"[0.2295335267609045, 0.2918037893507689, 0.29425914050412405, 0.0, 0.7500411870781104, 0.15297822139120112, 0.10689874493404489, 0.6266390202167178, 1.0, 0.4067501849956739, 0.8877178547603755, 0.7766333450988617, 0.7017759719805473]",4,13,Triads - Ranking Order
0.4908625035417578,0.08852033938572891,"[0.5038252975780166, 0.669679336586532, 0.28787660372322127, 0.0, 0.7550736877183848, 0.7428246018944196, 0.6455176219911899, 0.6242229444732659, 1.0, 0.40715762734310884, 0.8809404848274356, 0.903398430574725, 0.6877991291331466]",5,13,Triads - Ranking Order
0.34608092522125133,0.24673149418030707,"[0.5704389204271234, 0.6176944415678685, 0.18147722785507603, 0.0, 0.41466250493901236, 0.29670965598240695, 0.6472257145003442, 0.518980920221367, 0.6194553169769206, 0.1941080317338904, 0.5750198384409705, 1.0, 0.4802592344442076]",6,13,Triads - Ranking Order
0.2495689509826426,0.41090652408648093,"[0.6061940029567154, 0.6549283385965446, 0.27874552311049966, 0.36620462740040766, 0.24821966345739868, 0.08846679571321148, 0.5191059796790624, 0.37638382637692747, 0.514662909368791, 0.0, 0.5800332426211126, 1.0, 0.6862408359288829]",7,13,Triads - Ranking Order
0.583069994766632,0.03648044136762337,"[0.27278196205965327, 0.30812370461402433, 0.0, 0.010446134326532156, 0.21239809792165326, 0.20676215608697773, 0.16547769278434646, 0.2603084379916909, 0.5363191497960399, 0.09932187129570387, 1.0, 0.8345913140635838, 0.36615026849938487]",8,13,Triads - Ranking Order
0.44582131313172757,0.1267910287483677,"[0.45879187719982273, 0.38639643074192176, 0.0, 0.43886388663073617, 0.25772884866197265, 0.0985218927514873, 0.07263322478871115, 1.0, 0.7095930357484607, 0.06228277520691886, 0.9072911461096609, 0.9903739627344788, 0.4786819996662958]",9,13,Triads - Ranking Order
0.5721339882174784,0.04103502186206055,"[0.34776811241585126, 0.3260528440816473, 0.07343562143058475, 0.0, 0.28745855110489077, 0.06880854488838303, 0.2642300336693208, 0.9779485127958056, 0.5938921212866777, 0.09211755851904013, 0.7907882647028683, 1.0, 0.5365011705562616]",10,13,Triads - Ranking Order
0.6716669881255857,0.01193190525812039,"[0.2575518969067347, 0.2375030826614148, 0.00427198948987244, 0.09078099992465062, 0.3757589030835064, 0.0, 0.18042462417752614, 0.8393715453592697, 0.4847880728186061, 0.021520253737164062, 0.6665741849779141, 0.859730776660758, 1.0]",11,13,Triads - Ranking Order
0.7310044802638201,0.004528180242780546,"[0.2490154915211364, 0.22839237289755956, 0.20742685633954389, 0.1092955070220692, 0.3706085733209995, 0.0, 0.44807028314621494, 0.8475015406582013, 0.4668468590044997, 0.21738730640821002, 0.6538402896037884, 0.8334330412567678, 1.0]",12,13,Triads - Ranking Order
0.8743124439429928,9.260530785817148e-05,"[0.17717006198739163, 0.14291204615252312, 0.11229736534906895, 0.0, 0.2844719445148773, 0.13498418403481333, 0.3493937871556614, 0.7591641370004882, 0.392448503297722, 0.5985344764786537, 1.0, 0.7719618310475738, 0.9207047598297762]",13,13,Triads - Ranking Order
0.8706106388852592,0.0001078330502362854,"[0.22713675388772686, 0.20126704265024892, 0.14080938424040462, 0.0, 0.30816505189553184, 0.14860638663546755, 0.3105163625667945, 0.6666256821165337, 0.43637681118754096, 0.507988082461007, 0.8951652552511391, 0.7789725399341271, 1.0]",14,13,Triads - Ranking Order
0.40714687638871006,0.16734419820789867,"[0.9294346228829412, 0.4194003631506945, 0.6991518291387296, 0.0, 0.3285226630424758, 0.4608202314702305, 0.31285360894115555, 0.6690147366316149, 0.600327433668054, 0.5040071637139522, 0.9040008068064144, 0.8151154846735095, 1.0]",15,13,Triads - Ranking Order
0.40429310545875996,0.1706304738762918,"[0.9271323964720449, 0.4004580450802633, 0.689336525473907, 0.0, 0.371323497976009, 0.4432292547895419, 0.29043515623419336, 0.6582161970917483, 0.5872879407111365, 0.48782517965938027, 0.9008687909790437, 0.8090835461855409, 1.0]",16,13,Triads - Ranking Order
0.4925158957526502,0.0872892467823022,"[0.6206335384097541, 0.25986382973038413, 0.46352366668142764, 0.0, 0.26225147808169424, 0.2963860487450196, 0.19172273586853056, 0.4364270763839923, 0.38061739919326704, 0.32548924496907183, 0.5954189586381595, 1.0, 0.6647682427486411]",17,13,Triads - Ranking Order
0.38386877761653965,0.19535409600917464,"[0.84618953501417, 0.33992356388226524, 0.39771868147556655, 0.0, 0.3414275740161755, 0.27481336280695107, 0.20888460779221243, 0.4511430037538984, 0.6935667059081073, 0.3107690395947074, 0.6394100296059029, 1.0, 0.6654708252398495]",18,13,Triads - Ranking Order
0.21511437048937604,0.4803209515322441,"[0.884653657037985, 0.3593833020742925, 0.6079767578973309, 0.0, 0.8391152184432938, 0.2695697928038676, 0.2130560622450387, 0.5287173533432843, 0.6965255054567073, 0.3071910693984215, 0.6501027296615284, 1.0, 0.6656415986190276]",19,13,Triads - Ranking Order
0.32261817413539867,0.2823329497733562,"[0.5213538196093022, 0.45399077995620074, 0.8987748166522315, 0.0, 0.5155137648340683, 0.23163012446201703, 0.22438254873914532, 0.47570694250461226, 0.7080699828067595, 0.2786233598593387, 0.7113584452277433, 1.0, 0.6619407780972562]",20,13,Triads - Ranking Order
0.2957467743832115,0.32655836196135785,"[0.512251580011515, 0.49991294986594403, 0.9083839485183594, 0.0, 0.5061783221718352, 0.21550914468746268, 0.2136180348336668, 0.46478194746481444, 0.7018732219462104, 0.2634688164329025, 0.7052929981208154, 1.0, 0.6548120830656968]",21,13,Triads - Ranking Order
0.2957467743832115,0.32655836196135785,"[0.512251580011515, 0.49991294986594403, 0.9083839485183594, 0.0, 0.5061783221718352, 0.21550914468746268, 0.2136180348336668, 0.46478194746481444, 0.7018732219462104, 0.2634688164329025, 0.7052929981208154, 1.0, 0.6548120830656968]",22,13,Triads - Ranking Order
0.2957467743832115,0.32655836196135785,"[0.512251580011515, 0.49991294986594403, 0.9083839485183594, 0.0, 0.5061783221718352, 0.21550914468746268, 0.2136180348336668, 0.46478194746481444, 0.7018732219462104, 0.2634688164329025, 0.7052929981208154, 1.0, 0.6548120830656968]",23,13,Triads - Ranking Order
0.10681623446971618,0.7283500199385903,"[0.918710224087676, 0.4964844978574521, 0.9021541623653605, 0.0, 0.5027069016259772, 0.21403116185035023, 0.21215302141328632, 0.4776321472851705, 0.6970597065969211, 0.2616619214662556, 0.7004560296113357, 1.0, 0.6503213176194858]",24,13,Triads - Ranking Order
0.1071126402176076,0.7276219433799562,"[0.918710224087676, 0.4964844978574521, 0.9021541623653605, 0.0, 0.5925455344929008, 0.21403116185035023, 0.21215302141328632, 0.4776321472851705, 0.735906204504853, 0.27203509889154875, 0.721662850684674, 1.0, 0.6503213176194858]",25,13,Triads - Ranking Order
0.1071126402176076,0.7276219433799562,"[0.918710224087676, 0.4964844978574521, 0.9021541623653605, 0.0, 0.5925455344929008, 0.21403116185035023, 0.21215302141328632, 0.4776321472851705, 0.735906204504853, 0.27203509889154875, 0.721662850684674, 1.0, 0.6503213176194858]",26,13,Triads - Ranking Order
0.10810620078889688,0.7251829477703792,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.31327409615566004, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6501585046222117]",27,13,Triads - Ranking Order
0.10810620078889688,0.7251829477703792,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.31327409615566004, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6501585046222117]",28,13,Triads - Ranking Order
0.10810620078889688,0.7251829477703792,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.31327409615566004, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6501585046222117]",29,13,Triads - Ranking Order
0.11999386448564202,0.696191667318807,"[0.9231180814115014, 0.4966866428520195, 0.9082944059090807, 0.0, 0.5937045256980157, 0.21826300568416562, 0.41405995471326884, 0.5103366550708391, 0.7361215622072154, 0.27189884304283896, 0.7217363329752599, 1.0, 0.6732615627260389]",30,13,Triads - Ranking Order
0.14392477747396556,0.6390010603848686,"[0.854635498422257, 0.45983936954679655, 0.8409115344391339, 0.0, 0.5496598684965932, 0.20207091206013797, 0.38334243787315186, 0.47247673981503263, 0.6815115323647214, 0.2517277127635044, 0.6681934880081725, 1.0, 0.6233148746789858]",31,13,Triads - Ranking Order
0.12214895100546284,0.6909751041380217,"[0.854635498422257, 0.45983936954679655, 0.8409115344391339, 0.0, 0.7552074604139837, 0.20207091206013797, 0.38334243787315186, 0.47247673981503263, 0.6815115323647214, 0.2846949811677508, 0.6797281678463464, 1.0, 0.6233148746789858]",32,13,Triads - Ranking Order
