correlation,p_value,scores_based_on_emp_rank,periods_considered,harmonics_considered,ground_truth_type
0.6348580799186122,0.019746226045425898,"[0.25223983459682975, 0.0, 0.12611991729841487, 0.2101998621640248, 1.0, 0.5711965671975395, 0.5281901308853719, 0.6168096569989279, 0.6212835532298736, 0.4266593682079398, 0.7298588015112056, 0.4732114271696222, 0.9495101921612539]",16,13,Intervals - Ranking Order
0.6262811186798601,0.02201404750386806,"[0.2505596585901782, 0.0, 0.1252798292950891, 0.20879971549181514, 0.9427040296015077, 0.8262992019626915, 0.5105587230724009, 0.6060801757145277, 0.7216975359927497, 0.4113480214025751, 0.7116876604015594, 0.4904492837615118, 1.0]",17,13,Intervals - Ranking Order
0.5965028384477058,0.031403053488975444,"[0.23449544080693127, 0.0, 0.11724772040346564, 0.1954128673391094, 0.8822641211107612, 0.7733223963223117, 0.47782509562127784, 1.0, 0.675427093028973, 0.38497512387509697, 0.6660589840429292, 0.4590049397265889, 0.952464489649452]",18,13,Intervals - Ranking Order
0.6334761598632381,0.020099304166690656,"[0.22816879082941383, 0.0, 0.11408439541470691, 0.19014065902451152, 0.9045708073592336, 0.5419364402616422, 0.4737148851234602, 0.7657916525570179, 0.57024105591739, 0.3276615160739158, 0.6045276155804956, 0.47618848896101146, 1.0]",19,13,Intervals - Ranking Order
0.6101487868324232,0.02679542618226688,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.8372343029825983, 0.7974452718577941, 0.4692111938077524, 0.7438016721148776, 0.5758925738282611, 0.3319038151843787, 0.6226587659681768, 0.46171954111225455, 1.0]",20,13,Intervals - Ranking Order
0.6101487868324232,0.02679542618226688,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.8372343029825983, 0.7974452718577941, 0.4692111938077524, 0.7438016721148776, 0.5758925738282611, 0.3319038151843787, 0.6226587659681768, 0.46171954111225455, 1.0]",21,13,Intervals - Ranking Order
0.6101487868324232,0.02679542618226688,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.8372343029825983, 0.7974452718577941, 0.4692111938077524, 0.7438016721148776, 0.5758925738282611, 0.3319038151843787, 0.6226587659681768, 0.46171954111225455, 1.0]",22,13,Intervals - Ranking Order
0.6848339789914413,0.00980272909147352,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.8372343029825983, 0.7974452718577941, 0.4692111938077524, 0.7438016721148776, 0.5758925738282611, 0.691607693926789, 0.6226587659681768, 0.46171954111225455, 1.0]",23,13,Intervals - Ranking Order
0.6604623229795117,0.014004149016205766,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.9409602660056577, 0.7974452718577941, 0.4692111938077524, 0.7438016721148776, 0.8184296165208307, 0.691607693926789, 0.6226587659681768, 0.46171954111225455, 1.0]",24,13,Intervals - Ranking Order
0.6412842414902841,0.01816470069191982,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.9409602660056577, 0.7974452718577941, 0.4692111938077524, 0.9738349433727508, 0.8184296165208307, 0.691607693926789, 0.6226587659681768, 0.46171954111225455, 1.0]",25,13,Intervals - Ranking Order
0.6412842414902841,0.01816470069191982,"[0.24181024813583482, 0.0, 0.12090512406791741, 0.20150854011319566, 0.9409602660056577, 0.7974452718577941, 0.4692111938077524, 0.9738349433727508, 0.8184296165208307, 0.691607693926789, 0.6226587659681768, 0.46171954111225455, 1.0]",26,13,Intervals - Ranking Order
0.7158484111743041,0.005927141868217166,"[0.2239902080783354, 0.0, 0.1119951040391677, 0.18665850673194614, 0.7558254925913456, 0.6187701956853734, 0.6506883241438217, 0.7973830289910666, 0.8591484378611719, 0.5453585615043437, 1.0, 0.3952797078195858, 0.8811736633671142]",27,13,Intervals - Ranking Order
0.733161515709149,0.004351897917949178,"[0.2239902080783354, 0.0, 0.1119951040391677, 0.18665850673194614, 0.5555950590250109, 0.41142129523034576, 0.46813513806990603, 0.6163566739958937, 0.6206377484001243, 0.3805943431225813, 1.0, 0.33922876073614716, 0.8031297986863024]",28,13,Intervals - Ranking Order
0.7230809348116263,0.005223424843879191,"[0.2239902080783354, 0.0, 0.1119951040391677, 0.18665850673194614, 0.5952975911073933, 0.41142129523034576, 0.46813513806990603, 0.6163566739958937, 0.6206377484001243, 0.3805943431225813, 1.0, 0.33922876073614716, 0.8031297986863024]",29,13,Intervals - Ranking Order
0.7320360839549988,0.004443199435244248,"[0.2239902080783354, 0.0, 0.1119951040391677, 0.18665850673194614, 0.5952975911073933, 0.41142129523034576, 0.46813513806990603, 0.6163566739958937, 0.6206377484001243, 0.3805943431225813, 1.0, 0.35911879776608646, 0.8031297986863024]",30,13,Intervals - Ranking Order
0.7211746382873221,0.00540231045882219,"[0.2239902080783354, 0.0, 0.1119951040391677, 0.18665850673194614, 0.5952975911073933, 0.41142129523034576, 0.46813513806990603, 0.7338924826798133, 0.6206377484001243, 0.3805943431225813, 1.0, 0.35911879776608646, 0.8031297986863024]",31,13,Intervals - Ranking Order
0.7211746382873221,0.00540231045882219,"[0.2239902080783354, 0.0, 0.1119951040391677, 0.18665850673194614, 0.5952975911073933, 0.41142129523034576, 0.46813513806990603, 0.7338924826798133, 0.6206377484001243, 0.3805943431225813, 1.0, 0.35911879776608646, 0.8031297986863024]",32,13,Intervals - Ranking Order
0.29070446770388364,0.3352620875135547,"[0.0, 0.059854874553870015, 0.14625212247834227, 0.10455698241842956, 0.5770473585958952, 0.20410211268534448, 0.15981000328768757, 0.45843181226661683, 1.0, 0.2543797756540248, 0.8920731431273736, 0.6976065415731261, 0.06296935710187516]",4,6,Triads - Empirical Rank
0.06835865757437326,0.8243964792280587,"[0.21581764055825414, 0.38776808934385726, 0.07932126930010408, 0.03163456829276782, 0.5560922956879301, 0.7523692776654706, 0.651485518883612, 0.4204317826281742, 1.0, 0.2029867866770595, 0.8765641332071046, 0.8086579158793611, 0.0]",5,6,Triads - Empirical Rank
-0.07662656519952155,0.8035099168339371,"[0.43623859447494784, 0.48133621443253344, 0.14031032966623494, 0.18311715382610794, 0.3563019475499151, 0.42373284307143816, 0.7582427503686652, 0.45585671138310585, 0.715377067460979, 0.1523643538169585, 0.6729707141868452, 1.0, 0.0]",6,6,Triads - Empirical Rank
-0.10473669856789428,0.7334639616853615,"[0.4542169767799049, 0.49821729516644236, 0.2516683895380764, 0.5977647435699367, 0.21601285102051873, 0.29438906041661983, 0.6831962731434554, 0.3317272421200559, 0.6589474537600288, 0.0, 0.7179677612777836, 1.0, 0.09340892320820518]",7,6,Triads - Empirical Rank
0.08323153503433645,0.7869095383589745,"[0.2511252619454943, 0.2771998888068773, 0.11865809460727403, 0.3237550943650528, 0.2693808265237489, 0.4297143707861783, 0.3992552904470445, 0.30472838297788574, 0.6579029703123175, 0.19193633574735292, 1.0, 0.8061856829617661, 0.0]",8,6,Triads - Empirical Rank
0.0077912065481859916,0.979846767603414,"[0.4007208760241695, 0.3484459208810627, 0.15866210516661472, 0.7315873550044775, 0.3370031488581192, 0.43540419829436744, 0.41671063367554995, 0.872978725205752, 0.8572471010726002, 0.2036349513804053, 1.0, 0.9668893019940825, 0.0]",9,6,Triads - Empirical Rank
0.135884978541143,0.6580286346240285,"[0.2656451410849655, 0.24739965978303427, 0.1263348022253942, 0.3263023948269422, 0.298230579617284, 0.3325754107637574, 0.49677136103585223, 0.8783901931809346, 0.7539347676626571, 0.1420316349140501, 0.9193697440043462, 1.0, 0.0]",10,6,Triads - Empirical Rank
0.46046592446679546,0.11332277973740672,"[0.15945506266521964, 0.13857122598681473, 0.0, 0.3896195422893891, 0.37788316147813866, 0.23606366496421957, 0.4240028786244794, 0.8608050233329323, 0.7183529423352119, 0.01796664526484376, 0.9077103492264146, 1.0, 0.4472605805748389]",11,6,Triads - Empirical Rank
0.5033841664022944,0.07948964093687286,"[0.02571254994973163, 0.0, 0.09407014746482885, 0.3166709349081282, 0.2870693002686507, 0.11245862196686728, 0.6711049521691452, 0.8816512578836927, 0.6683827440493337, 0.10648866546819219, 0.9015229403656747, 1.0, 0.4027911976333733]",12,6,Triads - Empirical Rank
0.5118395515799158,0.07376665811068978,"[0.029303591372233224, 0.0, 0.06026202195422738, 0.21227676239873336, 0.20001924158409387, 0.27887683434343946, 0.46227833157028986, 0.606061030555122, 0.48031313655849434, 0.4761790932533214, 1.0, 0.7147330715039782, 0.26313102259339843]",13,6,Triads - Empirical Rank
0.58035182024912,0.03757635919188518,"[0.026137808213380378, 0.0, 0.03574601599540391, 0.17133800132148386, 0.19641603067943933, 0.26675432503832447, 0.43034223136930505, 0.5585915153130067, 0.5364569688711142, 0.40672991705360617, 1.0, 0.7815629104163856, 0.3565394931482759]",14,6,Triads - Empirical Rank
0.06930537559219899,0.8219991993342611,"[0.6629676109796084, 0.04616372750917704, 0.5036212379271213, 0.0, 0.04504495621886184, 0.48994556445691806, 0.3110038842493002, 0.45681500749136594, 0.6327562074817547, 0.26762535103173996, 1.0, 0.7681840496512871, 0.1940292298967602]",15,6,Triads - Empirical Rank
0.05783926449887966,0.8511238352852449,"[0.6495784904400409, 0.008271141385596138, 0.48390184212070525, 0.0, 0.08590000189932699, 0.4696828818729774, 0.2836324732347885, 0.4352361635080888, 0.6181668933219894, 0.23853066228784534, 1.0, 0.7589748110044175, 0.16201082411787984]",16,6,Triads - Empirical Rank
0.15760616968922642,0.6070894431696467,"[0.4129342670265555, 0.002157282923067746, 0.30995393956040573, 0.0, 0.07418225640553675, 0.29456498781358487, 0.17539400705950575, 0.2725008104685816, 0.3739703601067865, 0.15278618936033772, 0.618546150830717, 1.0, 0.11005416368478693]",17,6,Triads - Empirical Rank
-0.010285480090912263,0.973396719587912,"[0.6348422157215169, 0.04781983638729204, 0.2062529203532934, 0.00742496652940454, 0.1330331395002247, 0.2744033302005829, 0.1979580290305946, 0.2602496942102282, 0.7400799472475781, 0.1054336108013542, 0.6772845337840281, 1.0, 0.0]",18,6,Triads - Empirical Rank
-0.1348791234635414,0.6604228489566237,"[0.6797249832820454, 0.08423181551467873, 0.4587974857351421, 0.035658813388313455, 0.7127724148892152, 0.28884994612316833, 0.22478095743037482, 0.3608778025054479, 0.7527244544303842, 0.11780009121116483, 0.7000954690829504, 1.0, 0.0]",19,6,Triads - Empirical Rank
-0.022713407622662107,0.941288144235692,"[0.31882920337931203, 0.25137579022189394, 0.7955500933027997, 0.17906402247645295, 0.40318411932532267, 0.35516506725189956, 0.34790776826209613, 0.36332389260603876, 0.8107672535145611, 0.1745666482171261, 0.8140601277001317, 1.0, 0.0]",20,6,Triads - Empirical Rank
-0.04351808719492589,0.8877422527362356,"[0.31969349970454564, 0.3075900000812989, 0.80705603737656, 0.19943558191730257, 0.4039255412013648, 0.35500625155304477, 0.35315117954481595, 0.3633180345528199, 0.8106282489022927, 0.17443070003111616, 0.8139828562738228, 1.0, 0.0]",21,6,Triads - Empirical Rank
-0.04351808719492589,0.8877422527362356,"[0.31969349970454564, 0.3075900000812989, 0.80705603737656, 0.19943558191730257, 0.4039255412013648, 0.35500625155304477, 0.35315117954481595, 0.3633180345528199, 0.8106282489022927, 0.17443070003111616, 0.8139828562738228, 1.0, 0.0]",22,6,Triads - Empirical Rank
-0.04351808719492589,0.8877422527362356,"[0.31969349970454564, 0.3075900000812989, 0.80705603737656, 0.19943558191730257, 0.4039255412013648, 0.35500625155304477, 0.35315117954481595, 0.3633180345528199, 0.8106282489022927, 0.17443070003111616, 0.8139828562738228, 1.0, 0.0]",23,6,Triads - Empirical Rank
-0.2434989210132181,0.42274844052819455,"[0.7197541847518009, 0.3055204464917166, 0.8016259332811563, 0.19809372221985372, 0.4012078145083764, 0.3526176678473601, 0.35077507729474605, 0.37660768102223713, 0.8051741099449498, 0.1732570803383845, 0.8085061465575946, 1.0, 0.0]",24,6,Triads - Empirical Rank
-0.24372899259116979,0.42229650818009995,"[0.7197541847518009, 0.3055204464917166, 0.8016259332811563, 0.19809372221985372, 0.4893459605775469, 0.3526176678473601, 0.35077507729474605, 0.37660768102223713, 0.8432853121930597, 0.18343391181873672, 0.8293115599279579, 1.0, 0.0]",25,6,Triads - Empirical Rank
-0.24372899259116979,0.42229650818009995,"[0.7197541847518009, 0.3055204464917166, 0.8016259332811563, 0.19809372221985372, 0.4893459605775469, 0.3526176678473601, 0.35077507729474605, 0.37660768102223713, 0.8432853121930597, 0.18343391181873672, 0.8293115599279579, 1.0, 0.0]",26,6,Triads - Empirical Rank
-0.2505397813680029,0.4090283455089611,"[0.7241218308796078, 0.30584084997203975, 0.807681722883178, 0.19825274128358616, 0.49057419766918353, 0.3568960867249568, 0.45009121383322925, 0.40879975153568987, 0.843530584178847, 0.18344969819913282, 0.8294203023149, 1.0, 0.0]",27,6,Triads - Empirical Rank
-0.2505397813680029,0.4090283455089611,"[0.7241218308796078, 0.30584084997203975, 0.807681722883178, 0.19825274128358616, 0.49057419766918353, 0.3568960867249568, 0.45009121383322925, 0.40879975153568987, 0.843530584178847, 0.18344969819913282, 0.8294203023149, 1.0, 0.0]",28,6,Triads - Empirical Rank
-0.2505397813680029,0.4090283455089611,"[0.7241218308796078, 0.30584084997203975, 0.807681722883178, 0.19825274128358616, 0.49057419766918353, 0.3568960867249568, 0.45009121383322925, 0.40879975153568987, 0.843530584178847, 0.18344969819913282, 0.8294203023149, 1.0, 0.0]",29,6,Triads - Empirical Rank
-0.24184312708223446,0.4260080750810311,"[0.7177250614906514, 0.2897454263431221, 0.803222451343425, 0.17966267908841904, 0.47876217430871143, 0.3419844775915764, 0.5384922845477146, 0.39509162934473246, 0.8399025378835424, 0.16451639879470065, 0.8254650818202574, 1.0, 0.0]",30,6,Triads - Empirical Rank
-0.21766417722573983,0.4750052037498507,"[0.6643008749915964, 0.2681780957248297, 0.743434228327113, 0.16628940708004766, 0.4431252973744722, 0.31652870979006115, 0.49840937009823216, 0.3656828069100105, 0.7773840161926228, 0.152270546945656, 0.7640212186395128, 1.0, 0.0]",31,6,Triads - Empirical Rank
-0.23539811380334164,0.4388144610804315,"[0.6643008749915964, 0.2681780957248297, 0.743434228327113, 0.16628940708004766, 0.649363599694789, 0.31652870979006115, 0.49840937009823216, 0.3656828069100105, 0.7773840161926228, 0.185348596678112, 0.7755946589578477, 1.0, 0.0]",32,6,Triads - Empirical Rank
0.5343248520748177,0.05995917183176392,"[0.2295335267609045, 0.2918037893507689, 0.29425914050412405, 0.0, 0.7500411870781104, 0.15297822139120112, 0.10689874493404489, 0.6266390202167178, 1.0, 0.4067501849956739, 0.8877178547603755, 0.7766333450988617, 0.7017759719805473]",4,13,Triads - Empirical Rank
0.34130321990577495,0.2537514108649532,"[0.5038252975780166, 0.669679336586532, 0.28787660372322127, 0.0, 0.7550736877183848, 0.7428246018944196, 0.6455176219911899, 0.6242229444732659, 1.0, 0.40715762734310884, 0.8809404848274356, 0.903398430574725, 0.6877991291331466]",5,13,Triads - Empirical Rank
0.1665165303211252,0.5866414916388552,"[0.5704389204271234, 0.6176944415678685, 0.18147722785507603, 0.0, 0.41466250493901236, 0.29670965598240695, 0.6472257145003442, 0.518980920221367, 0.6194553169769206, 0.1941080317338904, 0.5750198384409705, 1.0, 0.4802592344442076]",6,13,Triads - Empirical Rank
