,case,note_names,periods_considered,threshold_exponent,tension_score,chord_label,normalized_tension_score
54,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",8,10**4,36907.935310288514,m3,0.6465783703257487
55,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",8,10**5,36907.935310288514,m3,0.4231562543092789
56,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",8,10**6,36907.935310288514,m3,0.4231562543092789
57,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",8,10**7,36907.935310288514,m3,0.4231562543092789
58,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",8,10**8,36907.935310288514,m3,0.4231562543092789
59,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",8,10**9,36907.935310288514,m3,0.4231562543092789
60,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**1,0.0,m3,0.0
61,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**10,36907.935310288514,m3,0.0005269005318150109
62,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**11,36907.935310288514,m3,0.0005269005318150109
63,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**12,36907.935310288514,m3,0.0005269005318150109
64,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**2,0.0,m3,0.0
65,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**3,0.0,m3,0.0
66,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**4,36907.935310288514,m3,0.6465783703257487
67,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**5,36907.935310288514,m3,0.4231562543092789
68,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**6,36907.935310288514,m3,0.4231562543092789
69,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**7,36907.935310288514,m3,0.4231562543092789
70,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**8,36907.935310288514,m3,0.0005269005318150109
71,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",9,10**9,36907.935310288514,m3,0.0005269005318150109
72,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**1,0.0,m3,0.0
73,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**10,36907.935310288514,m3,0.0005269005318150109
74,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**11,36907.935310288514,m3,0.0005269005318150109
75,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**12,36907.935310288514,m3,0.0005269005318150109
76,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**2,0.0,m3,0.0
77,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**3,0.0,m3,0.0
78,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**4,36907.935310288514,m3,0.6465783703257487
79,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**5,36907.935310288514,m3,0.13075745167364666
80,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**6,36907.935310288514,m3,0.13075745167364666
81,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**7,36907.935310288514,m3,0.13075745167364666
82,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**8,36907.935310288514,m3,0.0005269005318150109
83,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",10,10**9,36907.935310288514,m3,0.0005269005318150109
84,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**1,0.0,m3,0.0
85,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**10,36907.935310288514,m3,0.0005269005318150109
86,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**11,36907.935310288514,m3,0.0005269005318150109
87,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**12,36907.935310288514,m3,0.0005269005318150109
88,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**2,0.0,m3,0.0
89,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**3,0.0,m3,0.0
90,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**4,36907.935310288514,m3,0.6465783703257487
91,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**5,36907.935310288514,m3,0.13075745167364666
92,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**6,36907.935310288514,m3,0.13075745167364666
93,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**7,36907.935310288514,m3,0.13075745167364666
94,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**8,36907.935310288514,m3,0.0005269005318150109
95,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",11,10**9,36907.935310288514,m3,0.0005269005318150109
96,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**1,0.0,m3,0.0
97,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**10,306954.0623337731,m3,0.004382099874369233
98,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**11,306954.0623337731,m3,0.004382099874369233
99,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**12,306954.0623337731,m3,0.004382099874369233
100,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**2,0.0,m3,0.0
101,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**3,0.0,m3,0.0
102,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**4,0.0,m3,0.0
103,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**5,306954.0623337731,m3,0.9843563281347724
104,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**6,306954.0623337731,m3,0.9843563281347724
105,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**7,306954.0623337731,m3,0.9843563281347724
106,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**8,306954.0623337731,m3,0.004382099874369233
107,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",12,10**9,306954.0623337731,m3,0.004382099874369233
108,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**1,0.0,m3,0.0
109,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**10,628082.9416439201,m3,0.008966560529433502
110,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**11,628082.9416439201,m3,0.008966560529433502
111,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**12,628082.9416439201,m3,0.008966560529433502
112,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**2,0.0,m3,0.0
113,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**3,0.0,m3,0.0
114,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**4,0.0,m3,0.0
115,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**5,0.0,m3,0.0
116,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**6,628082.9416439201,m3,1.0
117,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**7,628082.9416439201,m3,1.0
118,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**8,628082.9416439201,m3,0.008966560529433502
119,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",13,10**9,628082.9416439201,m3,0.008966560529433502
120,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**1,0.0,m3,0.0
121,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**10,628082.9416439201,m3,0.008966560529433502
122,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**11,628082.9416439201,m3,0.008966560529433502
123,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**12,628082.9416439201,m3,0.008966560529433502
124,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**2,0.0,m3,0.0
125,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**3,0.0,m3,0.0
126,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**4,0.0,m3,0.0
127,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**5,0.0,m3,0.0
128,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**6,628082.9416439201,m3,1.0
129,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**7,628082.9416439201,m3,1.0
130,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**8,628082.9416439201,m3,0.008966560529433502
131,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",14,10**9,628082.9416439201,m3,0.008966560529433502
132,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**1,0.0,m3,0.0
133,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**10,628082.9416439201,m3,0.008966560529433502
134,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**11,628082.9416439201,m3,0.008966560529433502
135,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**12,628082.9416439201,m3,0.008966560529433502
136,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**2,0.0,m3,0.0
137,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**3,0.0,m3,0.0
138,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**4,0.0,m3,0.0
139,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**5,0.0,m3,0.0
140,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**6,628082.9416439201,m3,0.8730519168315343
141,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**7,628082.9416439201,m3,0.8730519168315343
142,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**8,628082.9416439201,m3,0.008966560529433502
143,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",15,10**9,628082.9416439201,m3,0.008966560529433502
144,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**1,0.0,m3,0.0
145,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**10,628082.9416439201,m3,0.008966560529433502
146,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**11,628082.9416439201,m3,0.008966560529433502
147,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**12,628082.9416439201,m3,0.008966560529433502
148,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**2,0.0,m3,0.0
149,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**3,0.0,m3,0.0
150,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**4,0.0,m3,0.0
151,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**5,0.0,m3,0.0
152,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**6,628082.9416439201,m3,0.8730519168315343
153,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**7,628082.9416439201,m3,0.8730519168315343
154,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**8,628082.9416439201,m3,0.008966560529433502
155,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",16,10**9,628082.9416439201,m3,0.008966560529433502
156,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**1,0.0,m3,0.0
157,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**10,628082.9416439201,m3,0.008966560529433502
158,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**11,628082.9416439201,m3,0.008966560529433502
159,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**12,628082.9416439201,m3,0.008966560529433502
160,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**2,0.0,m3,0.0
161,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**3,0.0,m3,0.0
162,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**4,0.0,m3,0.0
163,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**5,0.0,m3,0.0
164,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**6,628082.9416439201,m3,0.7589863389529009
165,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**7,628082.9416439201,m3,0.7589863389529009
166,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**8,628082.9416439201,m3,0.008966560529433502
167,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",17,10**9,628082.9416439201,m3,0.008966560529433502
168,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**1,0.0,m3,0.0
169,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**10,628082.9416439201,m3,0.008966560529433502
170,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**11,628082.9416439201,m3,0.008966560529433502
171,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**12,628082.9416439201,m3,0.008966560529433502
172,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**2,0.0,m3,0.0
173,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**3,0.0,m3,0.0
174,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**4,0.0,m3,0.0
175,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**5,0.0,m3,0.0
176,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**6,628082.9416439201,m3,0.653748550476157
177,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**7,628082.9416439201,m3,0.653748550476157
178,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**8,628082.9416439201,m3,0.008966560529433502
179,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",18,10**9,628082.9416439201,m3,0.008966560529433502
180,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**1,0.0,m3,0.0
181,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**10,1191419.858814764,m3,0.017008801818547383
182,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**11,1191419.858814764,m3,0.017008801818547383
183,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**12,1191419.858814764,m3,0.017008801818547383
184,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**2,0.0,m3,0.0
185,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**3,0.0,m3,0.0
186,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**4,0.0,m3,0.0
187,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**5,0.0,m3,0.0
188,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**6,1191419.858814764,m3,0.5207439957677114
189,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**7,1191419.858814764,m3,0.5207439957677114
190,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**8,1191419.858814764,m3,0.017008801818547383
191,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",19,10**9,1191419.858814764,m3,0.017008801818547383
192,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**1,0.0,m3,0.0
193,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**10,1191419.858814764,m3,0.017008801818547383
194,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**11,1191419.858814764,m3,0.017008801818547383
195,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**12,1191419.858814764,m3,0.017008801818547383
196,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**2,0.0,m3,0.0
197,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**3,0.0,m3,0.0
198,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**4,0.0,m3,0.0
199,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**5,0.0,m3,0.0
200,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**6,1191419.858814764,m3,0.5207439957677114
201,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**7,1191419.858814764,m3,0.5207439957677114
202,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**8,1191419.858814764,m3,0.017008801818547383
203,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",20,10**9,1191419.858814764,m3,0.017008801818547383
204,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**1,0.0,m3,0.0
205,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**10,1191419.858814764,m3,0.017008801818547383
206,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**11,1191419.858814764,m3,0.017008801818547383
207,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**12,1191419.858814764,m3,0.017008801818547383
208,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**2,0.0,m3,0.0
209,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**3,0.0,m3,0.0
210,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**4,0.0,m3,0.0
211,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**5,0.0,m3,0.0
212,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**6,1191419.858814764,m3,0.5207439957677114
213,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**7,1191419.858814764,m3,0.5207439957677114
214,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**8,1191419.858814764,m3,0.017008801818547383
215,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",21,10**9,1191419.858814764,m3,0.017008801818547383
216,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**1,0.0,m3,0.0
217,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**10,1191419.858814764,m3,0.017008801818547383
218,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**11,1191419.858814764,m3,0.017008801818547383
219,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**12,1191419.858814764,m3,0.017008801818547383
220,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**2,0.0,m3,0.0
221,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**3,0.0,m3,0.0
222,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**4,0.0,m3,0.0
223,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**5,0.0,m3,0.0
224,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**6,1191419.858814764,m3,0.5207439957677114
225,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**7,1191419.858814764,m3,0.5207439957677114
226,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**8,1191419.858814764,m3,0.017008801818547383
227,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",22,10**9,1191419.858814764,m3,0.017008801818547383
228,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**1,0.0,m3,0.0
229,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**10,1191419.858814764,m3,0.017008801818547383
230,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**11,1191419.858814764,m3,0.017008801818547383
231,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**12,1191419.858814764,m3,0.017008801818547383
232,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**2,0.0,m3,0.0
233,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**3,0.0,m3,0.0
234,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**4,0.0,m3,0.0
235,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**5,0.0,m3,0.0
236,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**6,1191419.858814764,m3,0.5207439957677114
237,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**7,1191419.858814764,m3,0.5207439957677114
238,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**8,1191419.858814764,m3,0.017008801818547383
239,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",23,10**9,1191419.858814764,m3,0.017008801818547383
240,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",24,10**1,0.0,m3,0.0
241,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",24,10**10,1191419.858814764,m3,0.017008801818547383
242,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",24,10**11,1191419.858814764,m3,0.017008801818547383
243,Smallest_delta_t_and_choose_top_3_t_sub,"G2,A#2",24,10**12,1191419.858814764,m3,0.017008801818547383
