,correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered,threshold_exponent
250,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,16,10**10
251,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,16,10**10
252,-0.36107053195652417,"[0.08944240420332701, 0.07036025823832741, 1.0, 0.042037213755635364, 0.08004988726971526, 0.00981915423301016, 0.0, 0.04100306924665599, 0.07078628761531848, 0.018768277052202784, 0.04860630383180889, 0.035151023235423864, 0.011993174907305665]",0.22547112797420052,Smallest_delta_t_and_choose_top_3_t_sub,17,10**10
253,0.1697541568943408,"[0.9330864416088435, 0.09032333968207448, 0.8639998745529112, 0.2280885317388727, 0.0959009197350847, 0.5480451281986953, 0.30355016064554546, 0.5027775614645945, 0.0, 0.5415495284836407, 0.5017794570368722, 1.0, 0.7382614323344083]",0.5792800790000823,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),17,10**10
254,-0.18174464614803973,"[0.8852527877000252, 0.6073902043406474, 0.8082056506300455, 0.0, 0.02896160330131185, 0.3407588438159063, 0.43287865726290653, 0.3839291541466779, 0.023168194738531916, 0.34791597069901836, 0.2465484776943515, 1.0, 0.29005327059580727]",0.5523473202151616,Smallest_ratio_and_filter_by_smallest_t_sub,17,10**10
255,-0.16887101854567102,"[0.906201086385199, 0.6624949753780596, 0.8411374116152478, 0.0, 0.03796216183618045, 0.39990166037835045, 0.49448330904069077, 0.44479009810901693, 0.030442254465795338, 0.4074155970158281, 0.29811609670595435, 1.0, 0.3458059052868062]",0.5812843909855484,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,17,10**10
256,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,17,10**10
257,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,17,10**10
258,-0.5719028910844715,"[0.725158360019106, 0.0611414614452801, 1.0, 0.032537550751821735, 0.07092717793617254, 0.0, 0.14794633772340596, 0.031493151121794224, 0.061571715553721346, 0.00903786702949265, 0.03917178338140279, 0.025583073143362764, 0.0021955794071248863]",0.041135494140134454,Smallest_delta_t_and_choose_top_3_t_sub,18,10**10
259,-0.09459350641626436,"[1.0, 0.0, 0.4120838916731795, 0.07337797376696469, 0.0029707904928858555, 0.24379668687641756, 0.11357115568510377, 0.2196857901054849, 0.3261269449754898, 0.2403369309077584, 0.21915416902311527, 0.48452173673672827, 0.34511173436072556]",0.7585498120951626,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),18,10**10
260,-0.6267133425280386,"[1.0, 0.7658757643343127, 0.6435118596664053, 0.47469921878107996, 0.8649268622817179, 0.39772569452291673, 0.5540627054661321, 0.17173267509086398, 0.0, 0.1713324660701354, 0.17765837802046183, 0.8567798170054016, 0.06734629460543347]",0.02189534752654679,Smallest_ratio_and_filter_by_smallest_t_sub,18,10**10
261,-0.6336230685624746,"[1.0, 0.7959645963590019, 0.6835851950540991, 0.5209356156085982, 0.8839345433994753, 0.44345083620401343, 0.5985798509380392, 0.2015475219516705, 0.0, 0.20109750901047738, 0.208200802089099, 0.8767939032715978, 0.08116292905549476]",0.020061547740398922,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,18,10**10
262,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,18,10**10
263,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,18,10**10
264,-0.5813963086934778,"[0.725158360019106, 0.0611414614452801, 1.0, 0.032537550751821735, 0.2122126720746323, 0.0, 0.14794633772340596, 0.0823965518524364, 0.061571715553721346, 0.00903786702949265, 0.03917178338140279, 0.025583073143362764, 0.038170462125661546]",0.03715245080128635,Smallest_delta_t_and_choose_top_3_t_sub,19,10**10
265,-0.35457635214518085,"[1.0, 0.0, 0.771191927581832, 0.060623452156215334, 0.9133047617015454, 0.20142007231808146, 0.09383027589270507, 0.3223750391942382, 0.2694397273541955, 0.19856168935013124, 0.1810609042272214, 0.4003024179843124, 0.2851245904255961]",0.23453980518010845,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),19,10**10
266,-0.35731514746102244,"[0.05749288010153425, 0.04992616370955886, 1.0, 0.02917115037955891, 0.09696760555587426, 0.02368449100938247, 0.034828165854256174, 0.0, 0.029713770465416164, 0.007547221211667367, 0.00799813111103434, 0.05640578871285274, 0.00013510506479529343]",0.2306887425817803,Smallest_ratio_and_filter_by_smallest_t_sub,19,10**10
267,-0.4077159288262632,"[0.1207660435092614, 0.10674522652954589, 1.0, 0.06580222591374152, 0.18789597298225705, 0.05426722563042056, 0.07736096407374647, 0.0, 0.06692520724209697, 0.018188582581772958, 0.0192460352622095, 0.11877811976744368, 0.00033416750320533267]",0.16669380160460012,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,19,10**10
268,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,19,10**10
269,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,19,10**10
270,-0.5701526460127453,"[0.725158360019106, 0.0611414614452801, 1.0, 0.032537550751821735, 0.2122126720746323, 0.0, 0.14794633772340596, 0.0823965518524364, 0.061571715553721346, 0.06448629146717032, 0.05857223280830794, 0.025583073143362764, 0.038170462125661546]",0.04190221778362728,Smallest_delta_t_and_choose_top_3_t_sub,20,10**10
271,-0.33881836779926,"[0.10633015004251518, 0.0, 1.0, 0.02820252761550369, 0.09711183234626891, 0.021417026511155863, 0.009976987314201926, 0.03427818628748506, 0.028649566636985993, 0.021113094221294745, 0.03384028701470414, 0.04256421616665357, 0.030317340480764326]",0.2574489087020577,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),20,10**10
272,-0.34787572700419017,"[0.057365525409766464, 0.04979778657794584, 1.0, 0.02903996876162481, 0.09684558482009123, 0.03773014372859845, 0.03469774863103793, 0.004214419078973389, 0.06371367602846659, 0.004341029345160387, 0.03240700050799214, 0.056278287129686674, 0.0]",0.2441247829574686,Smallest_ratio_and_filter_by_smallest_t_sub,20,10**10
273,-0.3883517254193013,"[0.12047213387823998, 0.10644663003092261, 1.0, 0.06548994302128067, 0.18762450349092344, 0.08311955581358943, 0.07705254502712848, 0.010265650133796095, 0.13191563258388672, 0.010569395039672283, 0.07241012815778369, 0.11848354561484739, 0.0]",0.1897456725611095,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,20,10**10
274,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,20,10**10
275,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,20,10**10
276,-0.5680078324492,"[0.725158360019106, 0.0611414614452801, 1.0, 0.032537550751821735, 0.2122126720746323, 0.0, 0.3048848445220519, 0.0823965518524364, 0.061571715553721346, 0.06448629146717032, 0.05857223280830794, 0.025583073143362764, 0.038170462125661546]",0.0428558012818091,Smallest_delta_t_and_choose_top_3_t_sub,21,10**10
277,-0.3855471104411699,"[0.08944240420332701, 0.07036025823832741, 1.0, 0.04203721375563539, 0.08004988726971526, 0.0029246710404830624, 0.0, 0.016028869112789425, 0.010293885016754227, 0.00261499531946139, 0.015582694824775256, 0.024471480716877908, 0.011993174907305665]",0.19324238027270532,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),21,10**10
278,-0.5591256281593285,"[0.7209966866956409, 0.04979778657794584, 1.0, 0.012329016135232313, 0.09684558482009123, 0.03773014372859845, 0.1247972463967492, 0.004214419078973389, 0.06371367602846659, 0.004341029345160387, 0.03240700050799214, 0.0752497159916881, 0.0]",0.04697200657892824,Smallest_ratio_and_filter_by_smallest_t_sub,21,10**10
279,-0.5819612954684628,"[0.811938203084413, 0.10644663003092261, 1.0, 0.029227502377450778, 0.18762450349092344, 0.08311955581358943, 0.23040391322265166, 0.010265650133796095, 0.13191563258388672, 0.010569395039672283, 0.07241012815778369, 0.1520296083586684, 0.0]",0.03692460303589758,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,21,10**10
280,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,21,10**10
281,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,21,10**10
282,-0.5680078324492,"[0.725158360019106, 0.0611414614452801, 1.0, 0.032537550751821735, 0.2122126720746323, 0.0, 0.3048848445220519, 0.0823965518524364, 0.061571715553721346, 0.06448629146717032, 0.05857223280830794, 0.025583073143362764, 0.038170462125661546]",0.0428558012818091,Smallest_delta_t_and_choose_top_3_t_sub,22,10**10
283,-0.3855471104411699,"[0.08944240420332701, 0.07036025823832741, 1.0, 0.04203721375563539, 0.08004988726971526, 0.0029246710404830624, 0.0, 0.016028869112789425, 0.010293885016754227, 0.00261499531946139, 0.015582694824775256, 0.024471480716877908, 0.011993174907305665]",0.19324238027270532,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),22,10**10
284,-0.5781865204243699,"[0.7229419688377777, 0.056422838357071126, 1.0, 0.08345455920824364, 0.10314260737023216, 0.044439334186417184, 0.11745690988995618, 0.011157289703057998, 0.07024170268298154, 0.019003144059252717, 0.03522644888704859, 0.08169731043819213, 0.0]",0.038466323759701423,Smallest_ratio_and_filter_by_smallest_t_sub,22,10**10
285,-0.6208505464604264,"[0.8152324651357322, 0.12209892627500735, 1.0, 0.16984370209053518, 0.20185481402428926, 0.09918047037687998, 0.22393858386628224, 0.027602740192097325, 0.14712179053741345, 0.045754220056646165, 0.08066162297350511, 0.1668834315574349, 0.0]",0.02354643110679567,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,22,10**10
286,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,22,10**10
287,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,22,10**10
288,-0.5680078324492,"[0.725158360019106, 0.0611414614452801, 1.0, 0.032537550751821735, 0.2122126720746323, 0.0, 0.3048848445220519, 0.0823965518524364, 0.061571715553721346, 0.06448629146717032, 0.05857223280830794, 0.025583073143362764, 0.038170462125661546]",0.0428558012818091,Smallest_delta_t_and_choose_top_3_t_sub,23,10**10
289,-0.3855471104411699,"[0.08944240420332701, 0.07036025823832741, 1.0, 0.04203721375563539, 0.08004988726971526, 0.0029246710404830624, 0.0, 0.016028869112789425, 0.010293885016754227, 0.00261499531946139, 0.015582694824775256, 0.024471480716877908, 0.011993174907305665]",0.19324238027270532,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),23,10**10
290,-0.603237424624222,"[0.7229419688377777, 0.12522444081263231, 1.0, 0.08345455920824364, 0.10314260737023216, 0.04068871093000336, 0.2992792634291867, 0.011157289703057998, 0.07024170268298154, 0.019003144059252717, 0.03522644888704859, 0.08169731043819213, 0.0]",0.02906200734815003,Smallest_ratio_and_filter_by_smallest_t_sub,23,10**10
291,-0.6527197692700138,"[0.8152324651357322, 0.23555221990409794, 1.0, 0.16984370209053518, 0.20185481402428926, 0.09174283737044074, 0.4509828276572907, 0.027602740192097325, 0.14712179053741345, 0.045754220056646165, 0.08066162297350511, 0.1668834315574349, 0.0]",0.015586703941716937,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,23,10**10
292,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,23,10**10
293,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,23,10**10
294,-0.7019042318940754,"[0.7159149275566454, 0.376360359258144, 1.0, 0.0, 0.5430603048641831, 0.2353917963151157, 0.281506836758236, 0.0882383278648494, 0.030010637440721608, 0.033023235930424145, 0.026910276545325285, 0.12178350244781821, 0.050187146453935724]",0.007487073017510532,Smallest_delta_t_and_choose_top_3_t_sub,24,10**10
295,-0.5775851269026215,"[0.7278570724717319, 0.07036025823832741, 1.0, 0.04203721375563539, 0.08004988726971526, 0.0029246710404830624, 0.0, 0.04100306924665599, 0.010293885016754227, 0.00261499531946139, 0.015582694824775256, 0.035151023235423864, 0.011993174907305665]",0.03871619329600351,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),24,10**10
296,-0.5907023811385527,"[0.7229419688377777, 0.12522444081263231, 1.0, 0.08345455920824364, 0.10314260737023216, 0.10165028459236819, 0.2992792634291867, 0.07793595111131472, 0.07024170268298154, 0.06616134802770084, 0.12185999383426588, 0.07661364473191846, 0.0]",0.03352754390834932,Smallest_ratio_and_filter_by_smallest_t_sub,24,10**10
297,-0.6362589908516041,"[0.8152324651357322, 0.23555221990409794, 1.0, 0.16984370209053518, 0.20185481402428926, 0.1994980456556459, 0.4509828276572907, 0.1604852225162808, 0.14712179053741345, 0.1398760915754802, 0.2305521550400873, 0.15821542579943057, 0.0]",0.019393031076306695,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,24,10**10
298,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,24,10**10
299,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,24,10**10
300,-0.6716591603258679,"[0.7159149275566454, 0.376360359258144, 1.0, 0.0, 0.5430603048641831, 0.2353917963151157, 0.281506836758236, 0.0882383278648494, 0.030010637440721608, 0.033023235930424145, 0.19618876057411558, 0.12178350244781821, 0.050187146453935724]",0.011933266788669461,Smallest_delta_t_and_choose_top_3_t_sub,25,10**10
301,-0.5842312020004479,"[0.7278570724717319, 0.07036025823832741, 1.0, 0.04203721375563539, 0.2199480773503424, 0.0029246710404830624, 0.0, 0.04100306924665599, 0.07078628761531848, 0.018768277052202784, 0.04860630383180889, 0.035151023235423864, 0.011993174907305665]",0.036019423183202295,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),25,10**10
302,-0.6052445061323595,"[0.7181682140191687, 0.11015191603017269, 1.0, 0.08991563463045184, 0.19217659442831356, 0.08617157327426096, 0.28720573147390627, 0.029757934524977214, 0.12147392524116388, 0.050071156575911095, 0.10672949908462084, 0.06070354804781323, 0.0]",0.028389805572380303,Smallest_ratio_and_filter_by_smallest_t_sub,25,10**10
303,-0.6508421236951436,"[0.8073197282224319, 0.20281446555618723, 1.0, 0.17125779808090552, 0.31606734233994965, 0.1652162581762445, 0.42747096747674923, 0.06418016111682094, 0.21973692096885059, 0.10304097221751146, 0.1976002710949645, 0.12216569510287255, 0.0]",0.015989903216865102,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,25,10**10
304,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,25,10**10
305,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,25,10**10
306,-0.6716591603258679,"[0.7159149275566454, 0.376360359258144, 1.0, 0.0, 0.5430603048641831, 0.2353917963151157, 0.281506836758236, 0.0882383278648494, 0.030010637440721608, 0.033023235930424145, 0.19618876057411558, 0.12178350244781821, 0.050187146453935724]",0.011933266788669461,Smallest_delta_t_and_choose_top_3_t_sub,26,10**10
307,-0.5842312020004479,"[0.7278570724717319, 0.07036025823832741, 1.0, 0.04203721375563539, 0.2199480773503424, 0.0029246710404830624, 0.0, 0.04100306924665599, 0.07078628761531848, 0.018768277052202784, 0.04860630383180889, 0.035151023235423864, 0.011993174907305665]",0.036019423183202295,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),26,10**10
308,-0.6052445061323595,"[0.7181682140191687, 0.11015191603017269, 1.0, 0.08991563463045184, 0.19217659442831356, 0.08617157327426096, 0.28720573147390627, 0.029757934524977214, 0.12147392524116388, 0.050071156575911095, 0.10672949908462084, 0.06070354804781323, 0.0]",0.028389805572380303,Smallest_ratio_and_filter_by_smallest_t_sub,26,10**10
309,-0.6508421236951436,"[0.8073197282224319, 0.20281446555618723, 1.0, 0.17125779808090552, 0.31606734233994965, 0.1652162581762445, 0.42747096747674923, 0.06418016111682094, 0.21973692096885059, 0.10304097221751146, 0.1976002710949645, 0.12216569510287255, 0.0]",0.015989903216865102,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,26,10**10
310,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,26,10**10
311,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,26,10**10
312,-0.08849038227715406,"[0.08082555038240771, 0.03960046462418995, 0.1153161229368942, 0.008821017858110023, 0.05983938995491279, 0.05697661581459235, 1.0, 0.0046197676701183734, 0.0345478233470387, 0.01521979669980891, 0.017725955192131028, 0.008692464161545253, 0.0]",0.7737510822853352,Smallest_delta_t_and_choose_top_3_t_sub,27,10**10
313,-0.5932263078746788,"[0.725158360019106, 0.0611414614452801, 1.0, 0.03253755075182177, 0.2122126720746323, 0.0, 0.14794633772340596, 0.0823965518524364, 0.061571715553721346, 0.00903786702949265, 0.03917178338140279, 0.025583073143362764, 0.0021955794071248863]",0.03259062447282047,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),27,10**10
314,-0.7376768535598439,"[0.704804175404024, 0.3519694068535107, 1.0, 0.03883655246933729, 0.5251890958714586, 0.19338864251006022, 0.2534061013289783, 0.1899393579177968, 0.07981554257638095, 0.034980825626285246, 0.04487096819361136, 0.021449465804162123, 0.0]",0.004000050367230686,Smallest_ratio_and_filter_by_smallest_t_sub,27,10**10
315,-0.7823476187657253,"[0.7872930519096109, 0.4748017901050058, 1.0, 0.0715655304706379, 0.6388391122987304, 0.296043246336957, 0.3679638186220287, 0.29171507316292533, 0.1386384463899854, 0.06485545773589055, 0.08191577919100285, 0.040666284764815604, 0.0]",0.0015733414972280246,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,27,10**10
316,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,27,10**10
317,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,27,10**10
318,-0.08849038227715406,"[0.08082555038240771, 0.03960046462418995, 0.1153161229368942, 0.008821017858110023, 0.05983938995491279, 0.05697661581459235, 1.0, 0.0046197676701183734, 0.0345478233470387, 0.01521979669980891, 0.017725955192131028, 0.008692464161545253, 0.0]",0.7737510822853352,Smallest_delta_t_and_choose_top_3_t_sub,28,10**10
319,-0.5932263078746788,"[0.725158360019106, 0.0611414614452801, 1.0, 0.03253755075182177, 0.2122126720746323, 0.0, 0.14794633772340596, 0.0823965518524364, 0.061571715553721346, 0.00903786702949265, 0.03917178338140279, 0.025583073143362764, 0.0021955794071248863]",0.03259062447282047,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),28,10**10
320,-0.7493084181860291,"[0.704804175404024, 0.3519694068535107, 1.0, 0.07228854605665375, 0.5251890958714586, 0.19338864251006022, 0.2534061013289783, 0.1899393579177968, 0.07981554257638095, 0.034980825626285246, 0.04487096819361136, 0.021449465804162123, 0.0]",0.003194422803531207,Smallest_ratio_and_filter_by_smallest_t_sub,28,10**10
321,-0.8020458979658786,"[0.7872930519096109, 0.4748017901050058, 1.0, 0.12684417705542608, 0.6388391122987304, 0.296043246336957, 0.3679638186220287, 0.29171507316292533, 0.1386384463899854, 0.06485545773589055, 0.08191577919100285, 0.040666284764815604, 0.0]",0.0009725735357973177,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,28,10**10
322,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,28,10**10
323,0.059128757557355416,"[0.09056755766514307, 0.43292915617455824, 0.15402903689194603, 0.40211670935402744, 0.6092031060400445, 1.0, 0.7991355930494851, 0.33909651176383293, 0.6987065271220884, 0.379743935577654, 0.9929916556862098, 0.0, 0.1374671519291471]",0.8478390855186582,Smallest_t_sub_and_filter_by_smallest_delta_t,28,10**10
324,-0.08849038227715406,"[0.08082555038240771, 0.03960046462418995, 0.1153161229368942, 0.008821017858110023, 0.05983938995491279, 0.05697661581459235, 1.0, 0.0046197676701183734, 0.0345478233470387, 0.01521979669980891, 0.017725955192131028, 0.008692464161545253, 0.0]",0.7737510822853352,Smallest_delta_t_and_choose_top_3_t_sub,29,10**10
325,-0.5932263078746788,"[0.725158360019106, 0.0611414614452801, 1.0, 0.03253755075182177, 0.2122126720746323, 0.0, 0.14794633772340596, 0.0823965518524364, 0.061571715553721346, 0.00903786702949265, 0.03917178338140279, 0.025583073143362764, 0.0021955794071248863]",0.03259062447282047,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),29,10**10
326,-0.5846771760491014,"[0.6983335921035855, 0.07611212187443141, 1.0, 0.05195345408939011, 0.5147814164561917, 0.17570801986960832, 0.2370410391890855, 0.11632210235834547, 0.05964543958905855, 0.013827962225009718, 0.14644283439876435, 0.0, 0.1285995736520007]",0.035843496005086996,Smallest_ratio_and_filter_by_smallest_t_sub,29,10**10
327,-0.5915808310346881,"[0.7782763758717234, 0.12772585446929782, 1.0, 0.08983098469491779, 0.623529453863998, 0.2662024252004265, 0.3411717201839142, 0.1866525741817695, 0.10212521468731196, 0.02521455525530537, 0.227980788405479, 0.0, 0.20376170285332873]",0.03319924839724572,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,29,10**10
328,-0.002457732796989749,"[0.5498627292790443, 0.7613911099998745, 0.14796296878089388, 0.0, 0.6019038274562558, 1.0, 0.8434707574039941, 0.44353273424522743, 0.40310717862967443, 0.2716151738598797, 0.24633630315175226, 0.8459078890966825, 0.4313190909220067]",0.9936421501271681,Smallest_t_sub_and_choose_top_3_delta_t,29,10**10
