,correlation,scores_based_on_emp_rank,p_value,subharmonic_method,periods_considered
35,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,9
36,0.13139177788381837,"[0.0, 0.0, 0.0, 0.3090051259837409, 1.0, 0.5151361782097817, 0.27872292296753154, 0.13075745167364666, 0.456358038293211, 0.24625992726887272, 0.2890063374141587, 0.19035525883643767, 0.20222985746920447]",0.6687466478006152,Smallest_delta_t_and_choose_top_3_t_sub,10
37,0.7093864624594625,"[0.0, 0.0, 0.8010794444356695, 0.19511567756893125, 0.33969988867143197, 0.3394318443354945, 0.26630532260703244, 0.5116663632228867, 0.6068589579644325, 0.35359488470429684, 0.48704910413807145, 0.9412816743216315, 1.0]",0.006615433522640468,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),10
38,0.3975850542368969,"[0.0, 0.0, 0.5535751747305808, 0.4535256626653552, 0.5954861517760921, 0.6818378285455226, 0.9564006704423892, 1.0, 0.4159692505072344, 0.18490041287560957, 0.37035734432347744, 0.6531787742288108, 0.6939248814118766]",0.1785169857719655,Smallest_ratio_and_filter_by_smallest_t_sub,10
39,0.5122724940571185,"[0.0, 0.0, 0.7440263266380973, 0.6734431398903364, 0.7716774920756029, 0.8257347204432683, 0.9779573970487616, 1.0, 0.6449567818910306, 0.43000048008765007, 0.6085699173665072, 0.8081947625596263, 0.8330215371836892]",0.07348160216963694,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,10
40,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,10
41,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,10
42,0.10838426972553045,"[0.0, 0.0, 0.0, 0.4926344267254165, 1.0, 0.5151361782097817, 0.5267056461779372, 0.13075745167364666, 0.456358038293211, 0.24625992726887272, 0.2890063374141587, 0.25465356515784854, 0.20222985746920447]",0.7245007694647471,Smallest_delta_t_and_choose_top_3_t_sub,11
43,0.8011512535773508,"[0.0, 0.0, 0.6163230205475932, 0.358431978192235, 0.26135343119826004, 0.2611472070891368, 0.5664946488460013, 0.3936585324771191, 0.8266422910318976, 0.5279210698893213, 1.0, 0.7241898025640718, 0.7693656663251044]",0.000995159928464324,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),11
44,0.4749504512384018,"[0.0, 0.0, 0.0, 0.9701168947822603, 0.7862858605893189, 0.6238386706131428, 0.44323496092112386, 0.914937019472648, 0.3805856662513603, 0.8011126774770455, 1.0, 0.5976174408757058, 0.3638659956289734]",0.10098381870919161,Smallest_ratio_and_filter_by_smallest_t_sub,11
45,0.6084621696197373,"[0.0, 0.0, 0.0, 0.9849451227262666, 0.8867276135258894, 0.78983458433595, 0.6657589360430124, 0.9565234024699281, 0.6169162554604639, 0.8950489804904788, 1.0, 0.7730572041419094, 0.603213059895899]",0.027336105213313977,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,11
46,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,11
47,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,11
48,0.1682320048544463,"[0.0, 0.0, 0.0, 0.0, 0.9051743835745046, 1.0, 0.4767604586043255, 0.9843563281347724, 0.41308360600132743, 0.22290817786470418, 0.26160113331798635, 0.2305058838668055, 0.18305328657504708]",0.5827363825420514,Smallest_delta_t_and_choose_top_3_t_sub,12
49,0.6368483067448379,"[0.0, 0.0, 0.0, 1.0, 0.22231818921975746, 0.32185882024359175, 0.4818841059660205, 0.33486245698006684, 0.703176600483471, 0.44907180200637176, 0.8506419380088764, 0.6160262171393677, 0.6544547014402773]",0.019245869113957988,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),12
50,0.4138358363172108,"[0.0, 0.0, 0.0, 0.3280390806501939, 0.22393944032585406, 0.1776734006713865, 0.12623626349726658, 0.24281376933058701, 0.2961814203693975, 0.22816221634418768, 1.0, 0.13884127416006822, 0.07064330043741501]",0.15980171191355183,Smallest_ratio_and_filter_by_smallest_t_sub,12
51,0.5683139069396888,"[0.0, 0.0, 0.0, 0.5727469604024048, 0.47322240049035513, 0.4215132271606509, 0.35529742962378236, 0.4927613715893191, 0.5442255234453797, 0.47766328762443916, 1.0, 0.37261410891171076, 0.26578807429494467]",0.04271877197825174,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,12
52,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,12
53,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,12
54,0.16063998894162657,"[0.0, 0.0, 0.0, 0.0, 0.449403348798105, 0.4964826192091579, 0.23670328122323483, 1.0, 0.20508883065990285, 0.11067003598940917, 0.12988041585779797, 0.14538918252927083, 0.09088277517362395]",0.6000967105920605,Smallest_delta_t_and_choose_top_3_t_sub,13
55,0.6002089085572161,"[0.0, 0.0, 0.0, 1.0, 0.22231818921975746, 0.32185882024359175, 0.9020009686900704, 0.4231562543092789, 0.703176600483471, 0.44907180200637176, 0.8506419380088764, 0.6160262171393677, 0.6544547014402773]",0.030098324398985493,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),13
56,0.266117777100924,"[0.0, 0.0, 0.0, 0.4404871716209573, 0.8941461410825741, 0.46060702587830155, 0.14994939442892047, 0.3449061887390676, 0.4338870698681884, 0.49107253940232143, 1.0, 0.12908659503373515, 0.057078808093981546]",0.37949620173478893,Smallest_ratio_and_filter_by_smallest_t_sub,13
57,0.41453629805920106,"[0.0, 0.0, 0.0, 0.663692075906408, 0.9455930102758661, 0.6786803561900857, 0.38723299759824253, 0.5872871433456275, 0.6587010474169511, 0.7007656808108695, 1.0, 0.3592862299528541, 0.2389117161086529]",0.15902481726394305,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,13
58,-0.01709016657232803,"[0.30182007841980996, 0.0, 0.7214823642898025, 0.9912374823239093, 1.0, 0.3729559679673576, 0.5420628995644188, 0.8997177900299042, 0.8849506219500041, 0.2254764000928299, 0.7191775546285399, 0.10179917983525419, 0.506620074603839]",0.9558088216485241,Smallest_t_sub_and_choose_top_3_delta_t,13
59,0.616829727671509,"[0.0, 0.1310116144078594, 0.08697656346378536, 0.06615483578670031, 0.09461247217482213, 0.1597428239254548, 0.08521910176579284, 0.11815449409492772, 0.0796315512475953, 0.2023952518623577, 0.25777164878007836, 0.18238764679065278, 1.0]",0.024730858318244987,Smallest_t_sub_and_filter_by_smallest_delta_t,13
60,0.14063755953095908,"[0.0, 0.0, 0.0, 0.0, 0.875537588778719, 0.4964826192091579, 0.23670328122323483, 1.0, 0.7441645705230577, 0.11067003598940917, 0.12988041585779797, 0.14538918252927083, 0.09088277517362395]",0.6467570520197841,Smallest_delta_t_and_choose_top_3_t_sub,14
61,0.5469286062354659,"[0.0, 0.0, 0.0, 1.0, 0.9322366671597474, 0.32185882024359175, 0.9020009686900704, 0.4231562543092789, 0.703176600483471, 0.7969444729594236, 0.8506419380088764, 0.6160262171393677, 0.6544547014402773]",0.05307688530733989,Smallest_delta_t_and_filter_by_smallest_t_sub_(Chan's_method?),14
62,0.28234334032282943,"[0.0, 0.0, 0.0, 0.4404871716209573, 0.8941461410825741, 0.46060702587830155, 0.40246610586245773, 0.9723633680133561, 0.4338870698681884, 0.49107253940232143, 1.0, 0.12908659503373515, 0.07312537153328828]",0.34997259085979426,Smallest_ratio_and_filter_by_smallest_t_sub,14
63,0.4207670353634709,"[0.0, 0.0, 0.0, 0.663692075906408, 0.9455930102758661, 0.6786803561900857, 0.63440216413759, 0.986084868565255, 0.6587010474169511, 0.7007656808108695, 1.0, 0.3592862299528541, 0.2704170326242197]",0.15222169443763492,Smallest_ratio_and_filter_by_smallest_t_sub_without_square,14
