note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"C4,E4,G4",CM,"[[0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934], [0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]","[[0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0], [0.0, 2.1602462243638714, 2.903440530058177, 1.7886316330728096, 0.0, 1.3833955750132219, 0.0, 0.0, 2.695427087618264, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0]]","[0.2579976983065256, 0.22255562556543834, 0.2553366292064977, 0.3065086613571641]",210.56939604513133,1.0423986144356256,55.07606806428866,0.786853899622174,0.2364131789449083,0.12609348968827128,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,F4,G4",Csus4,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.7711363636363636, 2.0491098607275076, 7.7366098607275084, 3.0059023329611563, 4.262156079214902, 2.9954352999941234, 3.8696560792149026, 3.967395839454663, 5.694875859434682, 3.6474550449550454, 6.916129605688429, 4.977375859434682, 5.299701034259857]]","[[0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0], [0.0, 2.1602462243638714, 2.903440530058177, 1.7886316330728096, 0.0, 1.3833955750132219, 0.0, 0.0, 2.695427087618264, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.5397954545454545, 2.0491098607275076, 7.7366098607275084, 2.104131633072809, 0.0, 2.9954352999941234, 0.0, 0.0, 3.986413101604277, 0.0, 0.0, 0.0, 0.0]]","[0.2409981382132043, 0.22255562556543834, 0.2553366292064977, 0.35170250978248413]",209.6866113298466,1.0705929027676244,56.50327556267262,0.7079461883078304,0.33365733785404794,0.24587826240438793,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,D4,G4",Csus2,"[[0.7711363636363636, 2.0491098607275076, 7.7366098607275084, 3.0059023329611563, 4.262156079214902, 2.9954352999941234, 3.8696560792149026, 3.967395839454663, 5.694875859434682, 3.6474550449550454, 6.916129605688429, 4.977375859434682, 5.299701034259857], [0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]","[[0.5397954545454545, 2.0491098607275076, 7.7366098607275084, 2.104131633072809, 0.0, 2.9954352999941234, 0.0, 0.0, 3.986413101604277, 0.0, 0.0, 0.0, 0.0], [0.0, 2.1602462243638714, 2.903440530058177, 1.7886316330728096, 0.0, 1.3833955750132219, 0.0, 0.0, 2.695427087618264, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0]]","[0.35170250978248413, 0.22255562556543834, 0.2553366292064977, 0.2409981382132043]",209.6866113298466,1.0705929027676244,56.50327556267263,0.7079461883078304,0.3336573378540484,0.24587826240438793,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,F#4,A4",F#dim2nd,"[[0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]","[[0.36021853146853144, 2.8777262443438913, 2.3387594758182995, 2.057408371040724, 0.0, 8.837265969324791, 0.0, 0.0, 2.925141608391608, 0.0, 0.0, 0.0, 0.0], [0.175, 1.8359023329611566, 2.0853054298642535, 2.520913101604278, 0.0, 2.330291179408827, 0.0, 0.0, 2.6073361785273548, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0]]","[0.37974002402233653, 0.25838694888752706, 0.2553366292064977, 0.3065086613571641]",203.40876094493743,1.1999722634735253,61.20524167009461,0.14680053493379303,0.6540303318673704,0.7955526196295675,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,D#4,A4",Adim1st,"[[0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285]]","[[0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0], [0.175, 1.8359023329611566, 2.0853054298642535, 2.520913101604278, 0.0, 2.330291179408827, 0.0, 0.0, 2.6073361785273548, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.36021853146853144, 2.8777262443438913, 2.3387594758182995, 2.057408371040724, 0.0, 8.837265969324791, 0.0, 0.0, 2.925141608391608, 0.0, 0.0, 0.0, 0.0]]","[0.3065086613571641, 0.25838694888752706, 0.2553366292064977, 0.37974002402233653]",203.40876094493743,1.1999722634735255,61.205241670094615,0.14680053493379303,0.6540303318673709,0.7955526196295684,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,D#4,F#4",Cdim,"[[0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395], [0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]","[[0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0], [0.36021853146853144, 2.8777262443438913, 2.3387594758182995, 2.057408371040724, 0.0, 8.837265969324791, 0.0, 0.0, 2.925141608391608, 0.0, 0.0, 0.0, 0.0], [0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0], [0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0]]","[0.3065086613571641, 0.37974002402233653, 0.2553366292064977, 0.3065086613571641]",212.95398072515718,1.2480939759431624,66.2828783128636,1.0,1.0,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"C4,F4,A#4",Fsus42nd,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.5493506493506493, 1.3802262443438915, 3.420123112181936, 2.4289417935006172, 2.7609472880061117, 2.6133955750132225, 2.6731483222659698, 2.7749340365516844, 7.433453752130221, 3.7182992007992013, 4.616863871422694, 4.8099100899100895, 5.179940794499617], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]",,,201.766421225833,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,D#4,A4",Adim1st,"[[0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285]]",,,203.40876094493743,,,0.14680053493379303,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,F#4,A4",F#dim2nd,"[[0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]",,,203.40876094493743,,,0.14680053493379303,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,F4,A4",FM2nd,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934]]",,,203.93739055062585,,,0.1940520919619685,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,E4,A4",Am1st,"[[0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934], [0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]",,,203.93739055062585,,,0.1940520919619685,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,D#4,G#4",G#M1st,"[[0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395], [0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]",,,209.6043892871834,,,0.7005967710673526,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,F4,G#4",Fm2nd,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]",,,209.6043892871834,,,0.7005967710673526,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,F4,G4",Csus4,"[[0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286], [0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.7711363636363636, 2.0491098607275076, 7.7366098607275084, 3.0059023329611563, 4.262156079214902, 2.9954352999941234, 3.8696560792149026, 3.967395839454663, 5.694875859434682, 3.6474550449550454, 6.916129605688429, 4.977375859434682, 5.299701034259857]]",,,209.6866113298466,,,0.7079461883078304,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"C4,D4,G4",Csus2,"[[0.7711363636363636, 2.0491098607275076, 7.7366098607275084, 3.0059023329611563, 4.262156079214902, 2.9954352999941234, 3.8696560792149026, 3.967395839454663, 5.694875859434682, 3.6474550449550454, 6.916129605688429, 4.977375859434682, 5.299701034259857], [0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857], [0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035], [0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]",,,209.6866113298466,,,0.7079461883078304,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
